F1,F2,F3,F4,F5
0,0,0,0,0
0,0,0,0,0
695,1266,1914,2781,3492
578,1281,2031,2773,3516
1281,2086,2813,3523,4250
1633,2023,2602,3648,4172
1609,1633,2289,2602,3586
1609,2578,3094,4008,4172
328,859,1633,3094,4039
945,1703,3094,4000,4930
508,1805,2320,3023,4859
1703,2367,3234,4250,4695
1703,2273,3141,3742,4813
1211,1953,2469,3281,3883
1086,2117,2469,3148,4883
86,516,1086,1359,2195
86,516,1359,2359,2844
766,1297,2352,2813,4461
516,1484,2391,3336,4625
648,1281,2063,3438,4555
539,1227,2133,3289,4414
1273,2141,2742,3555,4289
859,1688,2242,3430,4523
1375,1883,2648,3813,4438
609,1469,2664,3180,3969
609,1680,2672,3180,3969
867,1672,2234,3336,4125
734,1500,2461,2938,3938
1266,2141,2453,3063,3906
648,1672,2023,2961,4133
375,648,2023,3430,3875
297,813,2422,3273,4367
297,1797,2195,3398,4336
1102,1719,3242,3797,4891
242,1898,3227,3711,4289
1234,2344,2992,3664,4672
1656,2156,3078,3617,4508
1086,1625,2484,3469,4250
1086,1547,2359,3383,4445
1141,2055,2336,3117,4422
211,1063,1359,3250,4227
211,1063,2250,3242,4484
758,1789,3242,3938,4734
703,1625,2430,3289,4078
703,1250,1625,2289,4391
1125,1516,2484,2930,4211
188,969,1516,3156,4414
555,1461,1961,2977,4242
594,1469,1961,2547,4039
1492,1969,2445,3539,4563
234,1586,2633,3352,3797
1492,2219,2727,4000,4758
1492,2320,3000,4023,4625
1445,2195,3016,4000,4625
602,1305,2195,2984,3820
602,1430,2781,3750,4523
578,1391,2555,3688,4594
531,1375,2555,3563,4570
1484,2781,3563,3867,4734
352,1609,2836,3563,4820
719,1578,2789,3758,4664
672,1602,2750,3781,4625
1000,1695,3008,3820,4625
938,1906,2516,3023,3758
1633,2430,3008,3695,4656
1867,2281,3008,3844,4797
969,1672,2719,3844,4633
891,1781,2422,2719,3977
602,883,2016,2531,3938
602,977,2242,2992,4047
1039,2258,3031,3914,4555
891,2188,2867,3977,4625
594,2180,2836,3641,4414
625,2156,2773,3641,4695
656,2078,2695,3289,4695
602,2172,3156,3680,4336
844,2336,3156,3742,4438
930,1789,3086,3539,3992
805,1555,2570,3711,4602
813,1438,2250,3797,4844
883,1617,2484,3742,4766
883,1664,2453,3398,3594
336,1102,1984,3031,4164
422,2141,2867,3539,4117
422,2203,2867,3570,4180
422,2141,2813,3695,4164
422,2141,2945,4234,4641
586,2344,2977,4125,4820
477,1227,2305,3023,4164
539,1172,2352,2977,4172
555,1172,2336,2977,4180
656,1172,2391,3008,4102
492,891,2406,3063,4203
406,891,2445,3086,3750
531,1258,2477,3766,4469
500,1336,2367,3219,3742
984,2367,3094,3758,4398
742,1477,2406,3273,4734
1344,2594,3477,3859,4813
1211,2359,2820,3594,4781
305,1266,2469,2820,3781
1266,2375,2898,3828,4289
445,1266,2375,3828,4516
445,1625,2422,3703,4805
539,2078,2477,3438,4555
539,1094,1711,2508,3523
1094,1844,2555,3648,4453
734,1859,2461,2984,3625
945,1859,2453,3016,3891
852,2133,2492,3234,4211
844,1969,2922,3227,4391
1516,1961,3070,3773,4727
922,1313,1961,3523,4773
922,1313,1930,3289,4742
766,1313,1734,3211,4734
844,2391,3430,4070,4734
703,2414,3273,4047,4875
891,1953,2414,4164,4922
805,1984,2953,4195,4945
758,1992,2930,4078,4906
805,1945,2352,3008,4102
1023,1953,2391,2992,4141
547,1867,3328,4563,4766
531,1078,2008,3234,4617
469,1773,3188,3820,4266
586,1703,3195,3570,4375
484,1828,2828,3453,4359
492,1867,2930,3250,4102
656,1930,2625,3258,4117
805,1938,2719,3258,4125
555,1875,2727,4016,4711
438,1758,2414,3289,4336
523,1445,2406,3414,4820
570,1586,2031,3352,4352
930,1375,2109,3227,4469
859,2211,2820,3797,4500
672,1594,2227,2930,3898
617,2273,2898,3930,4727
617,906,2805,4000,4500
625,2383,2773,4484,4797
656,2273,2773,4352,4648
664,2336,3984,4469,4648
922,2281,2953,3977,4875
656,883,1648,2484,3922
648,1570,2258,2617,3844
844,1625,2453,3281,3836
859,1617,2664,3242,3914
828,1680,2078,2680,3859
188,977,2000,2680,3852
188,945,1867,2766,3867
188,969,1875,2742,3719
867,1656,2742,3820,4766
984,1773,2719,4164,4703
1078,1719,2969,3773,4313
1031,1641,3016,4188,4672
977,1625,3008,4000,4742
898,1625,3078,3852,4391
586,1625,3016,4117,4367
289,1609,2984,4023,4359
375,930,1609,2984,4109
711,1578,3133,3828,4492
555,1805,3117,3828,4844
656,1859,3094,3922,4789
711,2367,3078,3898,4594
633,1594,2344,3078,4289
516,2125,2977,3570,4375
828,1563,2102,2867,3672
758,2258,2914,3219,3750
125,1477,2336,2820,3508
328,1430,2883,3484,4766
1227,2430,2711,3648,4680
1445,2523,3273,3578,4367
1008,2477,2945,3578,4617
555,1258,2398,3500,4695
1359,2234,3117,3992,4453
586,1195,2836,3102,3953
1273,2383,2797,3539,3875
555,1297,2672,3344,4227
641,1461,2781,3398,4117
500,1328,2859,3578,4117
1258,2336,2859,3469,4008
1258,1617,2141,2961,3758
563,1359,2117,3352,4211
563,1648,2625,3453,3859
563,1438,2625,3859,4664
711,1352,2625,3859,4727
867,2867,3469,3984,4672
609,1234,1852,3703,4797
188,680,2000,3766,4805
680,1594,2906,3766,4844
47,695,1547,3742,4789
938,1781,2906,3766,4531
594,1375,2938,3688,4445
578,1297,2898,3695,4273
750,1508,2570,3719,4219
875,1625,2648,3633,4219
1070,1680,2344,2648,3688
867,1234,2344,2648,3695
672,2164,3172,3773,4242
680,1219,1813,3172,4289
617,1000,1375,1813,3172
617,1000,1625,3188,4500
