F1,F2,F3,F4,F5
0,0,0,0,0
0,0,0,0,0
680,2031,2570,2836,3406
594,1219,2039,2813,3445
1375,2086,2836,3461,4031
1492,2086,3391,4031,4445
1422,1945,2672,3992,4508
1422,2078,3109,4063,4883
1672,2586,3305,3977,4820
1602,2313,2586,3406,4227
1602,2328,2586,3266,4414
1602,1758,2578,3094,4141
1758,2305,2961,3656,4461
1313,2398,3273,3742,4938
1859,2398,2977,3828,4719
1563,2469,3078,3727,4688
1125,2555,3406,4070,4938
633,1148,1922,3406,4289
578,1031,1906,2797,3516
578,1078,1641,2883,4773
1016,1641,1938,2961,4305
938,1672,2914,3820,4547
820,1484,2102,3375,3844
820,1391,1961,3180,3820
633,1414,2047,2578,3867
633,1617,2063,2781,3836
750,1867,2867,3523,4219
633,1555,2211,3633,4258
914,1398,2297,2805,3531
406,805,1414,2313,4602
586,914,1414,2297,4523
914,2180,2828,4195,4859
945,2320,2695,4195,4625
891,2164,2695,3227,4359
656,1070,2305,3422,4508
711,1609,2492,3469,4000
281,1773,2469,3531,4094
836,1609,3328,3875,4344
281,1203,2172,3219,3953
1078,2078,2508,3734,4563
1289,2227,2750,3328,4516
1148,1984,3078,4125,4695
461,1688,2398,3531,4805
219,1922,2680,3672,4008
570,2000,2703,3633,4203
680,1578,1953,2813,4086
391,1578,2547,2813,4055
922,1547,2492,2953,4367
906,1188,2453,3070,4305
320,1188,2367,2797,4883
375,1320,2367,2906,3688
1891,2313,3172,3648,4773
1531,1891,2453,3344,3922
805,1992,3273,3875,4469
1266,2188,2836,4180,4641
945,2367,2813,4320,4602
945,1219,2281,2703,4602
813,1234,2703,3578,4820
813,1492,2727,3586,4445
875,1500,2883,3539,4469
281,633,1469,3164,4336
133,1680,2891,3508,4367
313,1141,3313,4070,4367
500,1281,2867,4094,4383
820,1383,2594,3453,4430
47,719,1383,2602,4398
47,1531,2719,3492,4406
47,609,2859,3523,4500
47,609,1711,2617,3430
47,789,1875,2711,3406
531,1391,1906,2609,3461
1383,1953,2672,3406,4484
727,1641,2664,3492,4047
1453,2711,3445,4039,4531
656,1359,2633,3391,4516
531,1383,2719,3414,4516
625,1508,2836,3477,4258
578,1375,2844,3445,3922
594,1281,2820,3445,4008
547,1320,2539,2922,3445
297,766,1297,2555,4055
766,1422,2586,4109,4469
727,1578,2500,4063,4469
469,1586,2938,3984,4484
313,1625,2945,3820,4445
344,1695,2703,3820,4531
313,1727,2984,3945,4523
281,1766,2750,3773,4508
289,1781,2750,3789,4508
289,1789,2781,4008,4406
289,1953,2938,4008,4477
289,2039,2961,4125,4516
289,1234,1953,2914,4484
289,1273,2305,3008,4320
305,1219,2273,3016,4625
328,1219,2031,2914,4648
344,1898,2492,3117,4633
422,1945,2656,3547,4453
344,1930,2547,3539,4297
273,1836,2367,3359,4367
414,1969,2672,4086,4500
508,2008,2688,4086,4438
508,641,1992,2695,4453
641,1992,2672,3352,4461
703,1984,2750,3148,4398
664,1336,1984,2922,4414
648,1156,2070,3109,4570
367,2266,3195,4281,4563
367,703,2367,3406,4398
367,703,2383,3430,4445
359,703,2359,3422,4445
359,2398,2914,3422,4430
453,1023,2938,3445,4484
578,1063,2438,2906,4602
352,1109,2406,3688,4438
398,2328,2844,3336,4438
398,1164,2508,3383,4453
383,1055,2680,3430,4359
492,1055,2695,3664,4367
508,2352,2703,3570,4523
586,2352,2758,4063,4531
586,1969,2617,3547,4070
656,1969,2813,3695,4203
680,1930,2719,3414,4133
656,1859,2875,3594,4070
695,1914,2867,4094,4383
750,1883,2953,4047,4531
766,1563,1938,2914,4156
789,1563,2008,2922,4133
742,1492,1984,2828,4383
281,805,1922,2859,4477
297,1938,2867,3391,4453
328,1820,3281,3547,4461
414,1859,2758,3406,4461
297,1781,2711,3398,4492
297,1703,2719,3336,4438
352,1922,2695,3156,4477
477,1906,2773,3391,4273
523,1906,2664,2891,3391
500,1875,2648,3422,4367
500,1875,2617,3477,4359
492,1867,2617,3477,4375
367,1867,2422,2836,4234
453,2398,2828,4164,4430
500,1859,2391,2828,4039
695,1695,1891,2367,2797
719,1859,2641,3375,4094
711,1852,2828,3383,4070
266,734,1938,2734,3328
289,734,1914,2773,4000
297,766,1758,2820,4047
945,1781,2836,4063,4430
813,1781,2852,4063,4563
789,1570,2875,4000,4625
750,1570,2852,3391,4180
516,1594,2859,3625,4461
391,1594,2594,3898,4711
305,1516,2594,3992,4742
289,1531,2641,3977,4625
281,781,1578,2766,4656
297,758,1758,3055,4492
547,1742,2313,3211,4766
594,1688,2297,3313,4695
516,1039,1688,3555,4820
531,1633,2273,3641,4516
469,1133,1602,3641,4602
586,1695,2203,3750,4516
570,1359,1648,2328,4500
453,1359,1648,2352,4477
383,1359,1656,2344,4461
453,1617,2313,2898,4453
461,1398,2328,2766,4453
445,1414,2352,3906,4609
445,1430,2695,3633,4531
461,1422,2539,3656,4523
445,1180,2398,3211,4297
445,1648,2453,3219,4297
469,1742,3141,3711,4102
422,1586,3133,3781,4063
398,1641,3078,3742,4063
289,984,1641,3016,3844
242,438,984,1250,1641
234,1156,1609,2961,3672
242,1102,1672,2797,3625
227,1016,1594,2703,3734
289,688,1570,2586,3883
250,914,1625,2805,3859
266,719,1492,2922,3797
250,719,1359,2555,3992
195,1742,2594,3180,4148
148,414,1273,1672,3742
148,414,1273,3109,3672
148,922,1227,3164,3938
148,1102,1555,3273,3875
148,1109,1719,3148,3727
1055,1594,2477,3172,3750
906,1641,3156,3711,4766
1070,1867,2445,3156,3727
617,977,2805,3961,4609
586,1141,2438,2930,4063
555,1148,2438,2781,3953
547,1133,2734,3203,3977
547,1117,2867,3203,4008
547,1094,2719,3289,3805
