F1,F2,F3,F4,F5
0,0,0,0,0
0,0,0,0,0
2156,3430,3844,4258,4672
2156,2547,3328,3938,4258
2070,2547,3617,4258,4742
680,2070,2617,3742,4805
680,2156,3602,4297,4570
531,1742,3008,3836,4570
531,1680,3031,3781,4477
1172,1727,3023,3797,4602
1500,1836,3055,4023,4727
1086,2125,2844,3633,4867
1063,1977,2977,3836,4344
1820,2539,3141,3609,4008
1203,2133,2945,3930,4547
1125,2398,2945,3320,4867
1133,1984,2992,3734,4688
1133,2195,3195,3695,4938
1133,1188,2297,3258,4469
1188,1766,2258,3031,4891
1047,2250,2859,3719,4508
1016,2008,2758,3711,4508
1031,1922,2578,3609,4766
1078,2133,2578,3430,4547
984,2281,2711,3891,4789
1016,1836,2313,3875,4734
922,1953,2961,3883,4805
1188,2172,2961,3859,4695
688,1633,2547,3813,4539
1188,1602,2813,3758,4320
1586,2305,3297,4469,4945
1578,2461,2906,3859,4773
1391,2445,3305,3711,4523
1328,1789,2313,3656,4078
1117,1758,2273,3273,3789
1070,1758,3148,3813,4461
1023,1789,2781,3852,4406
984,1023,1766,2859,4539
984,1555,1906,2773,3961
1023,1766,2055,3180,3930
961,1578,2055,2344,4070
961,1602,2344,3289,3992
1047,1820,2266,2945,4000
977,1625,2234,3102,3523
977,1672,2914,3625,4070
727,1484,1938,2984,3617
727,1508,2055,3000,3977
875,1430,2578,3016,3938
906,1648,3031,3836,4750
930,1781,2352,2711,3789
445,1500,2438,3805,4672
516,1531,2750,3766,4695
516,1539,2758,3781,4648
500,1555,2711,3695,4680
484,1703,2695,3656,4625
414,1695,2945,3977,4844
359,1633,2781,4211,4641
305,1711,2805,3648,4023
273,1711,2789,3805,4125
273,1742,2695,3688,4195
258,1609,2875,3625,4719
258,1570,2297,2875,4828
297,1094,2102,2906,4203
266,2031,2898,4117,4617
258,906,2086,2891,3813
242,813,2133,2883,3641
234,813,1734,2867,3547
266,2039,2367,3055,4023
211,1977,2828,3727,4398
156,1672,3008,4234,4633
969,1727,3227,3672,4695
969,1422,1727,3188,3656
984,1406,2313,3008,4000
984,1359,2281,3023,3938
961,1375,2359,3695,3984
969,1445,2328,2914,3570
633,1664,2328,3086,3648
547,1680,2289,3008,4039
406,1531,2328,3000,4164
398,2547,2953,3961,4633
383,2477,2914,3977,4680
398,2477,2898,4047,4719
391,2555,2898,4383,4750
375,2516,4000,4383,4688
383,2477,2852,3781,4422
422,2547,2852,3781,4414
383,2531,2852,3781,4352
391,2547,3688,4391,4813
375,781,2555,3688,4672
781,1594,2430,2797,3563
805,1672,2344,2813,4680
531,2422,2789,3617,4625
625,2422,3672,4375,4641
641,2305,2750,3016,4383
602,2305,2758,3016,4375
750,2414,2875,4039,4555
734,2164,3047,4039,4516
680,2125,3109,4133,4648
703,2078,3078,3695,4523
805,2102,3148,3695,4555
797,2063,3016,4219,4617
766,2055,3086,3609,4648
742,2055,3102,3664,4352
742,2070,3117,3664,4469
492,2023,3047,3680,4406
500,1930,3063,3883,4297
508,1695,2836,3750,4148
500,1664,2844,3727,4148
477,1625,2852,3672,4188
461,1602,2727,3750,4195
539,1898,2758,3953,4414
688,2008,2906,3750,4156
734,2109,3016,4227,4625
734,2266,2789,3031,4672
820,2125,2289,2922,4445
828,2063,2484,2914,4719
813,2063,2461,2930,4547
820,2055,2453,2977,4695
820,2039,2453,2953,4539
828,2047,2453,2945,4555
828,2039,2508,2898,3703
836,2031,2508,2953,3703
836,2031,2938,3789,4172
844,1992,2539,2938,4094
844,1859,2539,2945,4117
859,1859,2969,3680,4000
859,1742,2500,3000,3852
867,1813,2336,3016,3820
883,1820,3023,3711,4453
891,1820,2984,4094,4453
898,1797,3063,4047,4570
305,859,1719,3055,4031
305,1023,1781,2992,4102
305,1852,3047,4141,4828
281,1656,1781,2875,4281
305,1891,2883,4227,4766
305,1594,2813,3977,4227
453,1656,2641,3250,4070
867,1680,2977,3469,4102
945,1516,3180,3938,4563
883,1609,3141,3961,4664
867,1578,2672,3156,4070
844,1578,3063,3633,4039
891,2492,3102,3711,4672
891,2648,3102,3805,4664
852,1164,2680,3586,4742
398,1188,2695,3641,4680
328,1266,2719,3625,4680
266,1141,1789,2648,3719
273,1516,2680,3617,4383
281,1703,2648,3453,4563
266,1641,2711,3469,4219
242,813,1531,2664,3695
242,875,1508,2633,3750
289,875,1555,3609,4883
305,875,1609,3656,4898
297,875,1688,2742,3688
266,867,1602,2742,3656
359,758,1367,2828,3648
266,1000,1367,2844,3633
508,1031,1719,3125,3508
508,1336,1734,3117,3461
508,1039,1336,1664,3594
1039,1516,3109,3586,4469
641,1406,2656,3633,4422
1070,2555,3102,3648,4219
836,1523,2500,3773,4164
805,1430,1992,2500,3711
930,1984,2750,3102,4523
813,2430,2742,3500,4656
695,1031,2891,3617,4695
758,1031,3016,3695,4695
539,1047,2922,3695,4727
539,1047,3039,3805,4813
531,1039,3031,3805,4797
508,1008,3070,3758,4797
508,1023,3047,3688,4672
492,992,3148,3789,4773
477,977,3125,3789,4734
461,953,3188,3789,4820
414,914,3148,3727,4695
484,1070,3211,3953,4695
422,1102,3141,3961,4742
461,1094,2422,3148,4016
453,1211,2422,3148,4070
469,1375,2570,3094,3664
414,1383,2531,3172,3758
461,1453,3180,4109,4789
477,1469,3148,3703,4773
469,1438,3156,4219,4773
453,1469,3102,4172,4555
297,1414,3000,4156,4594
250,1445,3055,4078,4492
242,1523,2172,3023,4078
281,1547,2070,4023,4445
234,1555,2070,3875,4492
227,1891,2977,3906,4539
211,773,1781,2023,3766
227,1227,1680,2961,3742
141,734,1211,1680,3648
266,930,1672,3570,4773
266,930,1516,3508,4758
266,1570,2852,3711,4727
