F1,F2,F3,F4,F5
0,0,0,0,0
0,0,0,0,0
617,1313,2430,3703,4258
625,1281,2414,3469,4227
625,945,2398,3367,4109
625,1180,2375,3195,4055
820,1266,2570,4078,4789
859,1398,2391,3227,3953
1453,2289,3391,4320,4648
898,1344,1898,2406,3773
914,1773,2305,3430,4070
555,2398,3445,4086,4539
563,2320,3156,4023,4688
859,1898,2211,3203,4406
539,1781,2578,3172,4609
688,1758,2633,3172,4078
398,930,1641,2633,3867
398,922,1711,2586,3445
844,1781,2586,3078,4188
648,1891,2555,3195,3773
625,1844,3430,4016,4516
570,898,1680,3500,4656
859,1633,3016,3813,4766
727,1633,2836,3797,4102
727,1086,2773,3609,4445
742,1703,2453,3570,4234
773,1750,2625,3203,4469
930,1711,2016,3164,3914
781,1711,2563,3328,4031
1031,1969,2859,3383,3969
852,2055,2992,3492,3844
766,1703,1984,2055,3430
906,1984,2977,3313,4711
961,1609,1906,3320,4031
742,1992,3391,4297,4781
883,1961,3258,3789,4125
1063,2000,3195,3789,4094
945,1875,2930,3992,4406
594,891,2063,3281,3633
648,2133,3180,3492,4406
766,2000,3492,3945,4406
859,2016,3539,3906,4430
766,1867,2813,3313,4133
695,1867,2867,3406,3961
625,1961,2953,3445,4680
539,898,1781,3383,4836
539,789,1914,3344,4297
758,1906,2586,3516,4195
602,1914,2492,3492,4289
547,1766,2492,3398,4055
758,1938,3180,3352,4250
883,1734,2430,3680,4336
883,1945,2992,3789,4641
719,1914,3266,4125,4859
711,1945,3391,3977,4852
836,1852,2961,3328,4125
797,1992,3258,4070,4617
922,1867,3008,4133,4617
789,1688,3211,4258,4766
789,1766,3391,4234,4844
633,1820,2813,3367,4359
734,1953,2664,3547,4453
781,1750,3055,3453,3961
547,1938,2781,3453,3953
719,2445,3375,3914,4305
773,1992,3227,3914,4711
422,1875,2641,3258,4273
438,1891,3148,4008,4719
438,2000,3039,3867,4742
422,1711,3266,3867,4898
539,2602,3367,3922,4688
547,1875,2758,3445,4258
500,1891,2719,3297,4297
516,2039,2703,3867,4656
570,1625,2703,3539,4883
867,1859,3305,3930,4703
711,1594,2531,3219,3953
742,1789,3148,3813,4641
664,1711,3133,3625,4891
789,1625,2961,3859,4578
422,1742,2961,3813,4586
680,1891,2961,3828,4617
445,1688,2969,3867,4758
445,1961,2820,3492,4219
1859,2820,3281,4156,4578
641,1813,2953,3461,4844
570,1672,2789,3375,3961
883,1633,3305,4070,4875
750,1563,3133,3961,4922
602,1883,3219,3867,4828
688,1914,3203,3930,4906
883,1742,2430,3203,4102
805,2336,2922,3305,3820
922,1641,3125,3922,4898
820,1844,2406,3086,4516
844,1734,3156,3852,4766
633,1891,2773,3391,4625
836,1906,2328,3297,3734
453,1117,2367,2914,4242
945,1688,3047,3648,4273
242,984,2172,3563,4750
648,1883,2164,3141,4758
945,2305,3250,3914,4766
773,1547,2469,4039,4539
773,844,1313,2141,2961
844,1547,1789,2805,3844
867,2047,2789,4039,4750
938,1945,2773,4219,4773
938,2586,3344,3906,4648
984,1594,3219,4273,4727
898,2156,3289,4320,4719
867,1453,2195,3016,3406
867,1500,3219,4211,4852
758,1789,2508,3227,3859
883,1602,2547,3250,4070
961,1609,3219,3891,4719
930,1609,2531,3727,4430
836,1516,3516,4313,4648
820,1680,3055,3656,4305
797,1633,3250,4219,4883
813,1453,1867,3320,4078
781,1633,3320,3719,4070
758,1664,3664,4078,4617
797,1625,3305,4063,4523
633,945,1539,3266,4352
633,945,1609,3273,4414
688,1586,3227,4070,4516
719,1531,1938,3289,4211
891,1609,3055,3609,4164
711,1164,1719,3414,4234
656,1273,1703,3414,4156
633,1156,1711,3422,4219
344,1266,2742,3523,4328
492,1328,2727,3406,4297
469,1430,2672,3391,4664
461,1750,2750,3445,4516
453,1914,2703,3398,4367
453,1945,2711,3820,4383
414,2297,2695,3664,4367
430,1070,2336,2695,4391
422,1070,2625,3367,4453
445,1219,2125,3508,4422
438,2125,2836,3391,4570
438,2148,2875,4344,4742
445,2148,2789,3539,4500
438,2828,3539,4406,4844
430,2258,2867,3313,4492
430,2266,2875,3641,4359
430,2844,4336,4750,4883
422,2797,3422,4336,4898
430,2109,2930,3664,4375
406,2063,2820,3445,4328
414,1578,2594,3609,4531
422,1719,2836,3422,4492
820,1680,2914,3391,3898
414,1539,2078,2883,3977
414,789,2109,2961,4516
492,789,1586,2094,4477
492,664,1586,2867,4422
578,1563,2109,2945,4188
789,1547,2078,2891,4117
711,1547,2086,2891,4031
477,1023,1547,2156,2922
883,1570,2133,2844,3180
641,1055,1672,2094,3086
375,1055,1375,1766,2188
414,1750,2234,3102,4445
398,578,2352,2969,4289
367,609,2414,3031,4242
352,617,2406,3016,3305
383,563,2633,3305,4258
320,633,1734,2625,3359
336,633,1492,2641,3523
367,1227,2375,2641,3352
328,1227,2570,3352,3633
359,1227,2656,3633,4477
313,1289,2734,3609,4281
414,2477,2969,3578,4281
383,953,2641,4219,4836
625,2617,3758,4219,4695
484,828,2680,4133,4695
742,1820,2742,3344,4063
445,1695,2844,3266,4563
438,2398,2781,3258,4570
438,2477,3336,4234,4594
414,1820,2836,3313,4070
445,1820,2828,3344,4164
414,1867,2758,3344,4195
508,758,1813,2641,3930
703,2000,2656,3930,4258
672,1977,2867,3391,4258
719,2008,2859,3391,4313
727,1992,2867,3328,4164
742,1945,2930,3281,4344
750,1961,3016,3375,4141
734,1797,2938,3352,4516
719,1719,2984,3258,4656
703,1719,2000,3039,4570
688,2031,2992,3344,4617
680,1750,2039,2914,3375
695,1898,2531,3367,4586
406,711,1914,2445,3328
438,1672,2930,3352,4539
445,1711,2922,3336,4586
430,1633,2852,3344,4617
