F1,F2,F3,F4,F5
0,0,0,0,0
0,0,0,0,0
672,1617,2281,3023,4109
633,1758,3023,3531,4086
484,938,1602,2281,2883
555,1859,2719,3492,4156
703,1789,2203,3547,4156
656,1664,2203,3344,4211
586,1602,2414,3125,4313
516,1641,2766,4242,4773
648,1656,3297,4242,4914
500,1844,2914,4188,4703
555,1648,2914,4180,4789
469,1766,3359,4148,4898
766,1711,3242,4078,4547
852,1641,2656,3320,4172
820,1664,2656,3320,3953
875,1703,2680,3969,4391
797,1680,3039,3609,4617
766,1461,3023,3516,4313
727,1398,2258,3320,4320
727,1219,2711,3633,4266
836,1133,2430,3570,4313
820,1133,2508,3734,4383
766,2227,2688,3820,4359
906,2227,2758,3164,4602
719,1375,2227,3141,4453
883,1297,2219,3289,4641
703,1398,2422,2930,3813
797,1398,2508,2922,3742
711,1406,2438,3156,3844
703,1469,3102,3727,4859
695,1383,2695,4320,4797
695,1938,2547,4102,4367
664,1750,2438,3992,4367
563,1750,1867,2383,3992
430,1867,2523,3977,4430
391,2063,2734,3977,4375
430,1914,2344,4125,4594
422,1844,2344,2594,4016
414,1633,2594,3859,4180
430,1695,2469,3859,4453
453,1633,2469,3938,4375
602,1641,2680,3680,4344
641,1625,2789,3680,4117
695,1602,2789,4063,4852
680,1484,2648,3992,4891
797,1523,2672,2836,4023
742,1648,2594,2875,4063
680,1711,2594,2844,3398
570,1641,2859,3109,4195
695,1773,2891,3367,4328
617,1914,2797,4383,4805
477,1930,2797,4383,4719
531,914,2188,2992,4289
531,805,2242,2695,4758
547,2188,2695,4273,4711
648,2063,3164,4313,4891
789,2203,3148,3789,4695
711,2102,3148,3891,4500
781,2250,2992,4422,4867
703,2188,2453,3266,4445
617,2453,3031,4297,4930
602,2398,3180,4219,4547
758,2313,3086,3750,4359
758,1594,2359,3148,3633
789,1563,2570,3180,4680
797,2602,3156,4086,4766
703,2523,3000,3969,4922
539,867,2422,3000,4836
453,867,2625,2906,4750
453,828,2398,3141,4781
891,1313,2602,3086,4578
797,1695,2430,3055,4914
844,1500,2406,3492,4516
836,1492,2375,3445,4648
656,1609,2344,3445,4648
633,1547,2445,3539,4508
641,1523,2445,3367,4461
711,1633,2555,3367,4500
695,1492,2375,4164,4672
672,1539,2500,4227,4813
813,1531,2438,4391,4766
516,828,2375,3273,4570
758,2367,3266,4523,4734
641,1664,2344,3180,4563
664,1664,2508,3117,4430
609,1523,2492,3336,4500
531,1508,2461,3250,4398
531,2641,3109,3633,4539
516,2547,3109,3898,4305
500,2547,3391,3922,4570
453,2344,2547,3867,4727
477,2641,3727,4734,4930
484,2531,3242,3727,4898
500,1500,2500,3195,4375
578,1289,2578,3047,4742
570,2672,3000,4422,4914
453,1164,2586,3172,4453
453,1344,2586,3359,3805
859,1359,2422,3922,4766
625,1688,2109,3305,3828
563,1625,2102,3320,4563
563,844,1719,3352,4656
914,1578,3406,3867,4883
633,1570,3383,3898,4609
516,1828,3430,4172,4914
797,1695,2563,3320,4461
813,1656,2500,3297,4320
555,1813,2555,3117,4484
578,2477,3086,3398,4406
609,2422,3086,3984,4477
750,2320,3172,3797,4453
664,1547,2414,3180,4461
797,1680,2297,2539,3141
844,2359,3180,4281,4570
805,2492,3070,4070,4594
828,2023,2492,3094,4641
852,2211,2492,3172,4617
859,2336,3188,3953,4672
859,1805,2570,3281,3969
828,1930,3016,4094,4844
844,2164,3180,3922,4828
813,2352,2914,3922,4906
938,1195,2227,3586,3992
703,1438,2273,3289,3891
953,1586,2766,3523,4508
813,1594,2055,3016,4383
805,1602,2055,2836,4414
852,1602,1797,2078,2953
938,1797,2406,3133,3891
938,2414,3172,3914,4469
875,2016,2922,3445,4492
844,2117,2570,3102,4523
789,2148,2688,3195,4523
859,2086,3141,3328,4703
906,2164,3000,3328,4625
0,875,2063,3078,4727
0,883,2039,3156,4750
805,2266,2539,3023,4703
828,2031,2539,3063,4758
789,2023,2563,3063,4039
555,1992,2602,2984,4047
594,1922,2602,2961,4055
625,1875,2602,2938,4055
570,1914,2938,3828,4656
563,1922,2922,3875,4414
594,1938,2797,4055,4414
695,1953,2852,3953,4867
641,1758,2797,3742,4203
797,1930,2789,3758,4836
852,2125,3094,3898,4320
883,2344,3109,4023,4563
914,2445,3195,3945,4609
852,2125,3078,3945,4680
883,2508,3320,3992,4641
828,2000,2484,3219,4578
789,2336,3203,3891,4578
906,2477,3188,3914,4461
797,2344,3102,3914,4508
867,2047,2391,3039,3984
898,1391,1961,3070,4391
836,2000,2898,4211,4523
789,1438,1820,2961,4070
820,1898,3156,4070,4813
781,1773,2563,3281,4063
797,1758,3023,4141,4836
805,1781,2695,3109,4047
828,1781,3109,4164,4930
789,1797,2516,3133,4109
781,1797,2484,3086,4227
867,1773,2461,3148,4125
781,1805,2375,3195,4430
789,1898,3195,4023,4477
766,1883,3133,3469,4086
820,1852,3156,3578,4492
766,1859,3000,3656,4477
563,1758,3289,3953,4523
563,836,1758,3344,4117
602,813,1734,3289,4203
539,1750,3000,3484,3766
750,1688,2047,3016,3766
516,1711,2148,3305,3734
570,1648,2117,3188,3789
500,1711,2117,2961,3766
430,1648,1844,2016,2969
500,1797,2266,2977,3859
555,1805,2336,3766,4125
469,828,1664,2336,4297
852,1492,2391,3945,4320
836,1656,2422,3984,4328
523,906,1555,2336,4383
430,891,1641,2453,4555
586,1750,2430,3094,4211
672,1688,2406,3078,4211
813,1633,2438,3031,4328
781,1586,2477,3984,4461
539,1656,2352,3023,3961
531,1539,3523,3813,4188
625,1594,2875,3695,4758
695,1563,2766,3781,4875
672,1563,1813,2742,3922
555,1445,2844,3672,4484
586,1922,2859,3766,4328
680,1914,2867,3641,4383
