F1,F2,F3,F4,F5
0,0,0,0,0
0,0,0,0,0
1094,1883,4273,4344,4445
1297,1883,2258,2586,4266
1461,1914,2258,2617,3461
1438,1719,2102,2258,3461
1398,2102,2469,3289,4648
492,1539,2469,3703,4930
430,1641,2727,3719,4758
414,2086,2695,3500,4641
898,1594,2922,4000,4617
1156,1922,3094,3977,4805
1047,1930,2492,3172,4875
1195,1930,2578,3273,4078
1148,2656,3078,4039,4594
1219,2023,3203,4188,4641
422,1219,2023,3188,4359
383,1234,2188,3188,4766
1055,2281,3313,3945,4758
328,1102,2969,4094,4781
367,898,2055,2813,4250
469,1953,2930,3484,4297
461,1313,2906,3398,4531
461,1313,2695,3383,4180
578,1391,2094,3367,4359
805,1141,2039,3063,3758
828,1875,2820,3953,4773
1000,2086,2992,3938,4680
891,1477,2766,4039,4680
797,1555,3203,3938,4563
867,1383,2281,3203,4938
648,2141,3250,3828,4938
438,1500,1938,3344,4938
359,852,1484,3102,4164
508,1453,2156,3219,4406
789,1484,2000,3266,4359
789,1688,2000,3297,4172
813,1578,2414,3453,4375
367,930,1391,2391,3422
258,922,1484,3383,3859
406,1516,2883,3531,4000
242,766,1852,2813,3625
266,914,1641,3344,4586
844,1648,3195,3836,4422
750,1578,3242,3930,4398
688,1508,3203,3773,4492
789,1430,3203,3984,4313
820,1492,3266,3906,4313
867,1523,3102,3891,4313
875,1578,3148,3945,4625
930,1547,3336,3602,4773
906,930,1313,2758,3602
906,1555,2398,3625,4047
773,1648,2523,3813,4680
852,2031,2430,3852,4813
961,2266,3031,3594,4453
305,1273,2617,3109,4383
313,758,2617,3078,3820
313,758,1117,2656,4664
906,1273,2711,3844,4656
813,1461,2703,3789,4656
1031,1414,2586,3391,3883
1031,1320,2719,3305,3836
1031,1328,2664,3398,3836
781,1336,2531,3328,3875
781,1617,2922,3289,3813
789,2219,2961,3617,4055
547,1867,2406,2805,3578
680,2258,2781,3328,3680
727,2328,2750,3680,4211
789,2203,2781,3320,3945
813,2164,2609,3320,4141
281,719,1555,2523,3352
344,680,1398,2422,4406
359,695,1398,2344,4586
367,500,828,1477,2313
367,789,1547,2328,4516
391,789,1570,2305,4570
406,789,2344,3500,4648
453,2359,2586,3516,4688
430,2383,2688,3508,4742
406,1773,2633,3477,4813
422,1641,2508,3266,3508
406,1633,2383,3531,4719
430,1711,2383,3555,4836
398,1891,2344,3555,4719
398,2313,3250,3523,4695
438,2070,2406,3250,4000
438,906,2297,3141,3898
508,922,2375,3063,3789
594,2438,3086,3813,4414
1016,1477,2727,3922,4648
758,1289,2578,3938,4891
820,1289,2578,2852,3875
813,1289,2727,3734,4258
688,2844,3203,3930,4617
617,2836,3203,3484,4375
250,2188,2906,3375,4273
266,1984,2852,3617,4273
313,1930,2773,3648,4336
266,344,1930,2805,3414
250,1938,2555,2672,3320
375,2070,2547,3367,4398
398,2086,2602,3352,4398
414,2102,3320,3633,4422
234,2016,2578,3313,4352
398,2141,3055,3586,4531
375,2047,2727,3313,4492
289,2148,2656,3297,4438
398,2086,2688,3500,4781
375,1953,3141,3594,4922
688,1453,2273,3430,4391
617,1453,2484,3484,4516
531,1563,2672,3453,4539
852,1500,2633,3531,4594
539,1063,2109,2797,4516
500,1453,2477,2836,4539
484,1078,2055,2680,4563
984,1445,2516,3375,4516
328,1023,1977,2711,4344
477,922,2414,3617,4453
305,906,2516,3477,4383
141,1055,2711,3477,4555
375,859,2695,4211,4781
539,859,2516,3953,4328
234,875,1430,2234,3930
523,1508,2141,2820,4133
445,1563,2281,2789,3422
461,1563,2289,3109,4719
453,1563,2289,3188,3609
461,1563,2328,3148,4734
523,1625,2289,3602,4711
586,1594,2289,3609,4703
594,1555,2352,3594,4578
586,1555,2430,3648,4594
570,1547,2500,3625,4734
539,1555,2578,3633,4898
352,1523,2578,3734,4859
531,1547,2602,3914,4875
531,1602,2633,3945,4805
453,1578,2570,3875,4773
320,1570,2547,3820,4820
500,1531,2578,3836,4789
539,1539,2594,3484,4945
555,1523,2352,3586,4750
570,1570,2344,2641,3586
594,1602,2344,3617,4813
609,1578,2313,3586,4844
617,1578,2344,3594,4680
594,1594,2320,3641,4906
586,1625,2227,3609,4852
609,1563,2219,3547,4867
648,1539,2180,3563,4844
680,1469,2109,3539,4875
688,1430,2227,3539,4922
734,1383,2180,3477,4664
742,1234,2133,3406,4727
773,2516,3328,4172,4625
773,2148,2570,3313,4633
758,2102,3313,4180,4594
750,2117,3273,4195,4680
734,2695,3250,4141,4625
695,1297,2844,4125,4617
695,1305,2648,4125,4555
586,984,2641,4156,4438
469,984,2633,4148,4453
461,930,2609,4141,4469
477,2422,2656,4117,4398
578,1188,2305,2680,4117
672,1188,2211,2734,4188
719,1086,2234,2844,4234
703,1031,2180,2938,4180
742,992,2172,2930,4086
898,2266,2961,3695,4211
953,2188,2867,3703,4141
523,984,2195,2891,4117
523,1008,2203,2836,4133
578,969,2188,2727,4141
477,1109,1484,2375,4109
469,1320,2422,3430,4227
281,992,1313,2664,3414
461,891,1406,3242,4273
328,891,1375,2461,4289
516,1375,2875,3320,4156
367,1352,2789,3273,4195
461,984,2594,3148,3961
555,1469,2688,2945,3945
805,2563,2969,3875,4430
773,1516,2578,4078,4336
164,703,2523,3086,4336
836,1516,2586,3086,4320
758,1516,2211,3094,4406
586,1359,2359,3336,4461
773,1352,2359,3172,4445
500,1492,2531,2898,4445
531,1516,2313,2898,4477
477,1344,2273,2852,4492
469,1344,2242,2859,3414
477,2242,2930,3406,4219
492,2250,2891,3242,4266
508,2289,2938,3461,4266
531,2359,2945,3453,4289
547,2484,2969,3516,4320
539,2438,3070,3461,4305
531,906,2453,3156,3523
