F1,F2,F3,F4,F5
0,0,0,0,0
0,0,0,0,0
1391,1914,2766,3977,4852
1383,1914,2883,3977,4852
1383,1898,2906,3836,4875
1945,2734,3672,4102,4844
1695,2625,3227,4258,4891
1180,1852,2625,3320,4164
1195,1898,2711,3313,4164
1859,2734,3234,4125,4695
969,2727,3234,3859,4469
953,1336,2547,2961,4359
1633,2117,3031,3820,4469
1539,2227,3164,3727,4836
1531,1883,3102,3633,4852
1250,1883,3133,3602,4164
1266,2109,2602,3258,4164
1359,2141,3406,4250,4922
1320,2078,2656,3586,4375
1586,2680,3305,4430,4844
1094,1711,3078,3984,4445
930,1688,2859,3047,4672
875,1641,3086,3867,4617
938,1719,3047,3672,4273
1172,1719,3047,3672,4133
625,1656,2109,3313,4547
664,1188,2344,3211,4359
656,1680,2258,3141,4461
1219,2156,2906,4055,4727
813,2070,2953,3977,4680
805,2133,3188,3734,4305
1063,2336,3156,4070,4617
656,2188,3414,4172,4867
734,2188,2922,3695,4859
703,2398,3273,3609,4484
664,1250,2055,3180,4070
1188,2055,2492,3359,4570
789,1352,2344,3250,4188
711,1320,2430,3164,4555
883,1344,2430,3164,4422
703,1164,3180,4109,4758
797,1164,1648,3102,4383
1336,2008,2844,3867,4414
1031,1859,2867,3750,4367
1031,2078,2930,3492,4367
1289,1969,2867,3547,4383
1102,2000,2828,3469,4500
883,1617,2359,2906,3852
875,2297,2875,3805,4539
836,1375,2281,2875,3805
828,1344,2148,2648,3922
859,1289,2242,2648,4320
1375,2211,2508,3430,4523
750,1273,2211,2508,3547
1313,1773,2602,3758,4094
1258,1680,2516,3711,4633
1789,2422,3172,4344,4516
1852,2539,3031,3555,4477
1227,2289,3031,3758,4656
1258,1828,2594,3094,3664
1148,2492,3164,3852,4781
1273,1922,2633,3828,4297
1141,1922,2500,3680,4539
594,2594,3172,3883,4328
586,1203,2594,3148,4258
523,1203,2617,3305,4469
555,1281,2578,3164,4180
609,1273,2586,3977,4461
609,1383,2609,3891,4398
609,1477,2766,3797,4516
625,1570,2852,3398,4422
570,1742,2773,3305,4320
555,1773,2758,3336,4328
609,1188,1766,2828,3367
461,1164,1836,2664,4906
422,1164,1758,2805,4898
578,1188,1836,2758,4891
445,648,1852,2188,2867
289,633,1906,2789,4938
320,531,1953,2953,4297
547,2250,3016,4414,4906
555,2195,3000,4398,4945
461,617,2164,3094,4242
477,2203,3242,4359,4906
477,625,2172,3141,4367
477,2172,3063,3891,4461
492,2156,3047,3820,4281
430,2195,3063,3820,4336
477,2258,3008,3820,4367
469,2133,3047,3820,4367
367,758,2016,3000,4258
367,758,1203,1609,2375
523,1125,1609,2352,4453
352,1266,1563,2164,4281
422,969,1906,2250,4281
875,1227,1891,2227,3055
297,1133,2023,3086,4422
445,1133,2227,2984,4461
609,797,2195,3031,4328
586,1086,2234,3133,4406
523,1383,2266,3086,4547
320,1344,2242,3164,4438
352,2398,3195,4383,4852
383,2359,3211,4391,4891
414,2391,3227,4383,4883
383,2391,3242,4352,4938
391,2422,3289,4352,4406
406,2445,3250,4406,4945
406,2523,3281,4406,4922
398,2555,3180,4359,4945
391,1352,2656,3109,4336
391,1117,2695,3203,4352
414,1297,2781,3203,4367
266,406,1398,2773,3297
273,1594,2750,3031,4336
398,1906,2648,3031,4273
359,1734,2922,3273,4313
672,1547,2711,3055,4289
672,1477,2742,3039,4289
547,1555,2297,2742,3047
594,1469,2297,2961,4313
555,2273,2969,4281,4867
570,2250,2984,4219,4797
602,2102,3055,4367,4797
609,2078,3039,4336,4914
609,2031,3023,4469,4703
625,1977,3125,4461,4805
609,1984,3047,4430,4805
578,1914,2992,4438,4813
453,1844,2922,3359,4367
430,1836,2969,4406,4844
445,1859,3328,4359,4805
469,1875,3289,4406,4875
461,1859,2984,3320,4391
438,1859,3313,4375,4859
445,1867,3211,4406,4836
445,1859,2758,3352,4367
461,1813,2758,3266,4336
414,1867,2797,3297,4383
578,2148,3031,4461,4758
594,2203,3133,4414,4758
594,2258,3133,4414,4766
578,2258,3141,4414,4828
563,2281,3109,4305,4680
578,2289,3133,4297,4750
602,2266,3086,4297,4656
594,2250,3039,4391,4742
609,2219,3016,4344,4945
594,2242,3047,4305,4656
625,2219,3023,4289,4656
633,2195,2969,4297,4703
641,2180,2945,4258,4789
656,2125,2891,3883,4750
648,2164,2938,3859,4133
664,1914,2977,4422,4617
680,1883,2945,4484,4734
703,1852,2227,2938,4734
719,1852,2289,3031,4430
734,1797,3016,3789,4688
750,1758,3016,3805,4750
758,1742,3047,3820,4578
773,1719,3125,3781,4641
773,1758,2234,3125,4406
773,1711,2234,3141,4430
688,1734,2328,3125,4578
609,1641,2164,3180,4469
617,1547,2523,3141,4758
563,1563,2516,3070,4820
602,1484,2492,3047,4813
617,1523,2539,3133,4758
602,1477,2516,3156,4797
688,1469,2500,3195,4820
680,1484,2484,3211,4773
695,1227,2516,3188,4836
602,1289,2539,3602,4789
539,1266,2578,3602,4797
547,1273,2633,3609,4758
344,1273,2594,3633,4719
359,1273,2609,3617,4805
500,1336,2516,3164,4820
641,2461,3133,3773,4672
609,1633,2563,3109,4656
281,1328,1578,2523,4406
258,1211,2523,4281,4820
539,1219,2281,4258,4906
555,1219,2344,4344,4922
539,1234,2203,2523,4344
297,711,1203,2320,4438
313,1359,2336,4258,4781
609,1359,2008,4273,4906
648,1906,3805,4070,4875
633,1750,3750,4070,4898
703,1703,3617,4070,4820
680,1672,2742,3516,4313
742,1711,2727,3805,4383
1625,2594,3820,4383,4844
1594,3023,3813,4414,4672
203,1625,2891,3641,4672
547,1594,2984,3633,4820
633,1516,3000,3594,4805
734,1680,2078,2859,3578
664,1867,2859,3563,4570
