F1,F2,F3,F4,F5
0,0,0,0,0
0,0,0,0,0
469,1992,2688,3789,4703
469,1969,2750,3789,4883
750,2000,3141,3758,4828
734,2000,3234,3742,4836
781,1992,3070,3609,4516
836,2039,2945,3773,4578
852,1945,3094,3867,4578
820,2039,2742,3711,4586
781,1813,2766,3711,3977
586,945,1813,2813,3719
945,2000,3047,4055,4656
805,1984,3031,3992,4711
617,2055,3039,3641,4508
820,1930,3094,3766,4828
859,1961,3008,3813,4797
875,1859,2883,3891,4594
867,1859,2398,2820,3828
883,2352,2820,3664,4516
875,2359,2773,3813,4930
859,2492,2773,3852,4742
891,2477,3078,3914,4391
828,1359,2141,2711,4375
828,1133,2086,2984,4672
938,1766,2086,3070,4734
1000,1523,2523,3117,4547
984,1500,2633,3117,4297
773,1773,2789,3797,4891
914,1875,2867,3836,4859
875,1391,2078,2836,4602
1750,2266,2844,3914,4500
1305,1969,2922,3734,4477
1305,1656,2242,2969,4742
1523,2250,2898,3914,4555
1453,2320,2859,3914,4570
1281,2258,2906,3844,4539
1227,2164,2828,3844,4602
922,1227,2789,3969,4602
836,1539,2734,3844,4539
836,1563,2789,3930,4570
805,1625,2820,4047,4656
305,781,1867,3773,4594
359,773,1875,2938,3570
352,1781,2313,2977,4227
391,1867,2297,2836,4195
375,2180,3055,3453,4227
461,2070,3047,3445,4250
484,2156,3086,4188,4563
445,2195,3109,3844,4336
492,2070,2891,3930,4609
500,2047,2914,4031,4625
461,2063,2734,3914,4508
422,2086,2805,3836,4508
477,2102,2531,3930,4508
563,2031,2531,3859,4508
602,891,2469,3742,4656
844,2273,2531,2859,4555
523,844,2148,2531,4617
297,945,2141,2680,4422
867,2086,2586,3078,4438
961,1414,1930,2320,3094
1406,1977,3055,3867,4688
469,1266,2094,3164,4008
1289,2141,3055,4031,4516
570,914,2141,3047,4477
852,2219,3047,3828,4594
914,2180,3047,3805,4695
1008,2250,3047,3820,4648
891,2289,3055,3852,4484
734,2281,2977,3883,4320
594,859,2258,3102,4289
469,844,2359,3141,4242
469,773,898,2430,4242
391,820,2453,3180,4242
430,727,2406,3148,4234
547,2492,3227,4266,4625
555,2563,3172,3914,4641
781,2531,3219,3914,4492
859,1203,2539,3289,3875
438,836,2508,3320,3875
398,1047,2531,3320,3773
1219,2570,3203,3766,4477
875,2539,3203,3727,4484
1047,1961,2602,3164,4531
828,1961,2758,3164,4492
492,1109,1930,3039,4563
492,1172,2375,3094,4398
492,2430,3156,4172,4484
617,2313,3078,4250,4430
0,703,2289,3117,4484
688,2164,3000,4305,4516
789,1977,3008,3148,4578
0,836,2023,3133,4406
0,883,2047,2953,4219
0,852,2000,2992,4352
805,2125,2969,3266,4406
797,2078,2727,3266,4539
797,1961,2852,3352,4445
805,1953,2828,3430,4461
781,1930,2867,3430,4578
781,1953,2836,3516,4734
563,1969,2891,3727,4586
508,1969,3328,3906,4563
531,2070,2820,3641,4547
570,1969,2820,3563,4547
727,2125,2867,3531,4578
758,2188,2992,3734,4695
719,2133,3023,3750,4430
797,2305,3047,4102,4688
773,2266,3109,4148,4531
813,2289,3094,4031,4305
813,2320,2898,3883,4453
789,2313,2992,3836,4484
820,2258,3055,4211,4531
797,2305,3031,4078,4531
828,2297,3047,4109,4625
867,2289,2844,3945,4594
898,2203,2891,3875,4461
922,2078,2906,3875,4492
953,2008,2813,3875,4602
859,1906,2836,4258,4578
1055,1867,2641,4445,4773
1039,1828,2953,4250,4750
1047,1789,2984,4211,4609
1078,1766,2883,4164,4633
852,1453,1758,2938,4172
1094,1734,3023,4242,4875
867,1688,3070,4148,4641
688,1047,1711,3023,4344
688,1047,1719,3109,4242
563,1047,1625,3094,4195
508,1070,1633,3094,4258
414,1648,2391,3148,4172
875,1508,2242,3141,4180
820,1500,2266,3141,4227
1070,1578,3172,3797,4641
1352,3227,3531,4031,4609
953,1180,1734,3570,4672
1180,1617,3586,3961,4711
1148,1617,2273,3539,3930
1203,1617,1922,2359,3484
1172,1625,2422,2875,4547
1172,1680,2352,3859,4641
758,1594,2906,3703,4594
477,852,1594,2883,4203
867,1727,2227,2844,4336
570,1836,2102,2875,4445
414,1500,1898,2898,4625
594,1094,2109,2953,4438
695,969,1969,2930,4438
742,1563,1953,2852,4492
828,1453,1930,2828,3813
1148,1641,2836,3852,4648
883,1234,2852,3750,4570
945,1711,2813,3828,4648
859,1875,2820,3813,4688
867,1266,2867,3773,4594
1219,1586,2836,3922,4609
336,883,1219,1625,3719
336,1336,2805,3852,4656
531,1328,2883,3867,4664
531,1133,2008,2844,3578
977,1133,2008,2781,3766
1203,2133,2688,3125,3742
898,1172,2180,3047,3859
922,2711,3047,3883,4945
906,2703,3086,3828,4906
898,1422,2688,3078,3891
875,1195,2453,3250,3813
938,2445,2711,3086,3820
852,1172,2477,2836,3922
836,1172,2258,2828,3992
828,1180,2375,3078,3906
742,1195,2250,2836,3906
859,2352,2773,3125,3930
828,1242,2336,2977,3859
797,1242,3039,3758,4484
711,1391,2969,3672,4664
719,1500,3031,3516,4055
813,1523,3117,3938,4641
820,1609,2000,3430,4461
805,1477,3016,3898,4680
813,1336,1875,4211,4672
563,1227,1531,1758,2813
1000,1758,2891,3820,4492
1031,1984,2844,4055,4609
641,930,1203,1836,4297
641,930,1773,2891,4297
539,930,1875,2914,4266
602,1758,2930,3977,4375
938,1820,2922,4109,4375
891,1805,2836,4117,4656
1250,1711,2867,3867,4477
477,1484,2883,4047,4672
430,1414,2289,3906,4602
1453,2227,2883,3969,4375
1438,2414,2859,3680,4320
375,1438,2398,2859,3609
406,2367,3000,3602,4367
523,1016,2367,2938,3352
1016,2422,3477,4305,4758
1031,2328,3078,3422,4563
