F1,F2,F3,F4,F5
0,0,0,0,0
0,0,0,0,0
875,1805,2375,3961,4797
1008,1766,2445,3961,4852
1664,2609,3914,4398,4742
1156,1875,3383,3977,4563
1867,2664,3367,4195,4906
984,1984,2484,3523,4438
1008,2008,2563,3531,4445
859,1961,3531,4195,4609
922,2531,3547,4195,4727
930,2109,2422,3430,4305
391,2109,2969,3531,4500
875,2203,2891,3641,4383
203,914,1891,2922,4414
250,1648,2148,2867,3578
1555,2352,3023,3586,4445
430,1672,2133,3484,4547
1641,2164,2938,3359,4242
531,1641,2344,3570,4289
1570,2211,2891,4188,4742
398,1789,2898,3641,4664
383,2000,2875,3641,4656
328,1523,2250,2984,4117
1570,2281,2914,3617,4547
1539,2266,2953,3617,4305
1555,2430,2781,3711,4500
1609,2211,2844,3594,4625
1594,2211,2883,3609,4398
492,1617,2984,3602,4578
492,1859,3000,3578,4563
477,1523,2203,3383,4617
477,1539,2344,3633,4570
1555,2250,3094,3695,4539
492,1625,2219,3109,4195
898,2180,2922,3563,4188
992,1555,2336,3000,4422
633,1703,2305,2984,4523
602,1695,2984,3375,4586
555,2055,2891,3805,4547
492,2281,2922,3195,3586
555,1844,2227,3672,4672
406,727,2203,3719,4820
469,1961,3297,3680,4633
766,1789,2320,3703,4477
461,1891,2164,3375,4430
586,1805,3227,3719,4359
406,828,1813,3586,4648
828,1758,2305,3328,4563
414,1688,2352,3398,4680
516,1727,2297,3539,4367
453,1828,2445,3547,4500
344,1695,2977,3625,4500
500,1789,3172,3625,4484
750,1766,2930,3563,4695
461,1719,2883,3563,4633
508,1719,3031,3438,4672
508,1750,2188,3117,4578
547,1680,2008,3148,4641
422,969,1695,2250,3180
406,742,1781,2266,3352
438,1844,2266,3430,4672
445,977,2320,3281,4539
422,1727,2273,3328,4680
336,1750,2383,3219,4695
336,1891,2328,3125,4875
922,1898,2258,3273,4797
742,1758,2281,3281,4797
797,2023,3180,4000,4797
906,1797,3266,4000,4883
906,1859,3047,4195,4805
789,1625,2555,3109,3953
508,1633,2336,3688,4688
531,1664,3000,3828,4625
500,1602,3000,3742,4547
391,2000,3094,3695,4750
609,1875,2922,3664,4742
828,1297,2984,3648,4500
1539,2172,2945,3797,4492
594,1523,2250,2945,4500
555,1656,2234,2844,4445
1484,2313,2891,3680,4445
1641,2883,3227,3781,4602
289,1586,3109,3672,4445
484,898,3305,3680,4430
492,898,2469,3297,3742
508,938,2484,3266,3719
500,969,2469,3281,3727
508,969,2438,3234,3711
484,1195,2336,3117,3727
477,1367,2313,3008,3703
461,1445,2219,2867,3672
430,1422,2563,3125,3734
438,1508,2539,3664,4703
430,1484,2539,3672,4742
445,1484,2375,2797,3680
453,1555,2398,2797,3609
453,1586,2484,3898,4695
461,1695,2633,3883,4773
453,1680,2656,3828,4523
414,1648,2594,3828,4453
320,1609,2570,3750,4391
344,1633,2578,3977,4375
320,1656,2641,3984,4492
352,1672,2609,3891,4539
383,1594,2594,3688,4531
352,1555,2750,3586,4625
352,1477,3125,3938,4664
391,1414,2766,3891,4344
391,1578,2875,3422,4453
391,1461,2820,3641,4563
1445,1836,2734,3734,4547
281,1828,2781,4000,4492
297,1742,2750,3969,4672
375,1711,2789,3609,4672
406,1766,2797,3805,4680
430,1789,2805,3625,4750
422,1828,2773,3727,4680
406,1883,2789,3719,4633
430,2063,2789,3563,4648
445,2086,2828,3539,4641
438,2109,3000,3656,4617
445,2203,3063,3594,4602
289,2156,3758,4484,4711
273,2125,2773,3531,4625
391,2102,2734,3492,4602
297,2188,2734,3070,4594
297,2211,2805,3805,4594
375,2125,2922,3703,4758
367,2180,2891,3797,4813
344,2109,2805,3805,4773
313,2141,2805,3781,4914
414,2125,2813,3664,4602
273,2102,2766,3547,4586
359,1445,2125,2766,3727
344,1227,1445,2164,3711
250,1227,2133,3000,3703
328,2250,2977,3430,3820
258,1477,2180,3383,3961
273,1477,2313,3336,4102
47,273,1453,3320,4219
47,906,1320,3117,4063
47,906,1273,3273,4164
438,969,1594,2461,4000
555,742,1617,2461,3797
336,695,1656,2430,3758
336,797,1641,2438,2922
719,1656,2398,2938,3789
430,695,1664,2398,3789
547,1641,2336,2930,3789
516,1648,2297,2930,3875
516,1664,2219,2813,3813
492,1680,2141,2805,3781
445,1672,2117,2813,3766
422,1664,2133,2813,3742
430,1656,2133,2867,3672
414,1656,2867,3766,4625
383,1664,2844,3750,4680
359,1641,2836,3711,4727
344,1672,3000,3703,4563
367,1664,2891,3680,4563
344,1625,2828,3641,4594
422,1664,2844,3656,4711
438,1656,2180,2820,3711
445,1641,2242,2859,3672
445,1648,2383,2703,3680
453,1641,2352,2727,3727
445,1656,2375,2758,3086
453,1656,2391,3102,3617
422,555,1672,2375,2672
422,563,1680,2391,2672
422,563,1555,1688,2398
422,570,1563,1695,2430
422,578,703,1703,2430
484,1641,2414,2852,3617
445,594,703,1594,2352
609,1602,2359,2953,3664
617,1586,2383,2961,3688
602,750,1484,2406,3617
750,1500,2297,2406,3625
742,1383,2313,2406,3641
750,1375,2297,3008,3641
750,1375,2414,3008,3641
750,1375,2406,3016,3609
313,742,1344,2383,3664
305,719,1328,2375,3641
406,727,1328,2430,3039
398,813,1430,2391,3719
828,1375,2422,2969,3680
391,773,2367,2922,3648
336,1586,2469,2938,3672
320,1500,2469,2961,3695
336,1500,2422,2953,3672
359,1523,2477,2938,3672
414,1555,2352,2945,4125
797,1438,2367,2992,4164
742,1336,2422,2984,4281
695,1328,2430,3641,4422
695,1305,2406,2813,3633
719,1273,2328,2898,3648
477,688,2352,2891,3797
672,1281,2336,2891,3586
563,1219,2313,3352,3898
695,1273,2383,3352,3883
781,1203,2398,3430,4469
