F1,F2,F3,F4,F5
0,0,0,0,0
0,0,0,0,0
875,1258,1969,2578,3828
867,1375,1891,2578,3750
1250,1828,2594,3734,4719
664,2188,2680,3789,4852
1227,1734,2320,2680,4836
617,1367,2688,3758,4055
648,945,1266,2602,3789
648,945,1266,2547,3930
836,1266,2688,3938,4141
867,1289,2539,2883,4086
688,1344,2539,3117,4266
688,945,1281,2977,4016
945,1281,2297,3031,4031
508,1477,2961,3430,4234
813,1219,2594,3195,4266
953,1227,2594,3195,4859
1344,2266,2820,3969,4766
1070,2141,2750,3773,4461
1070,2023,2367,3773,4648
1070,1164,2367,3180,4484
1164,2070,2641,3883,4336
1234,2164,2672,3195,4352
1234,1297,2156,3086,4367
1297,2031,2781,3367,4133
1242,2305,2797,3367,4133
1188,2297,2844,3813,4305
1188,2406,2961,3688,4781
1320,2055,2836,3852,4883
1438,2180,3117,3508,4602
867,1492,2398,3742,4664
1266,1836,2430,3523,4797
891,1336,1656,2398,2781
1039,1805,2789,3523,4891
1781,2773,3188,3961,4898
1305,2453,2797,3727,4664
1289,1461,2453,2750,3188
1586,2750,3188,3813,4602
680,1703,2656,3359,3742
578,1703,2656,3313,3836
695,1563,2016,2656,3406
1313,1844,2727,3391,4313
914,1313,1938,2758,3391
1500,1930,3281,4094,4594
1148,2734,3734,4594,4930
1297,2117,3039,4313,4656
836,2070,2703,3547,4945
820,1297,2047,2961,3625
945,2078,2258,2836,3961
1117,2148,3297,3547,4484
742,1141,1938,3219,3836
727,2242,3141,4242,4813
906,2156,3367,3914,4883
1273,2078,3250,3914,4781
633,1367,2945,3656,4781
648,1359,2875,3672,4570
1195,2773,3109,3750,4539
1281,2195,2688,3297,4313
1289,2258,3258,3555,4523
813,1320,2078,2258,2750
633,1422,2078,2766,4508
953,1422,2055,2828,4719
992,1586,3438,4070,4766
875,1953,3430,3797,4383
844,1273,2570,3430,4133
773,1430,2586,3984,4703
961,1266,2305,3719,4570
813,1875,2742,3438,4555
859,1820,2391,3828,4609
820,2484,3305,4031,4586
891,2633,3305,4031,4586
1039,1594,2633,3445,4016
539,1797,2477,3094,4352
563,1859,2383,3344,4391
539,1977,2539,3266,4172
500,1680,2602,3266,4461
539,1625,2500,3813,4313
508,1656,2430,3453,4148
539,1781,2680,3656,4148
719,1820,3102,3820,4406
578,1609,2906,3820,4484
703,1570,2039,2492,4016
1273,1883,2438,3008,4117
1297,1883,3047,3680,4367
594,1664,2688,2953,3570
508,1164,2398,2953,3664
664,2320,3344,4039,4492
617,1609,2602,3508,4672
1383,2602,3688,4195,4859
750,1508,2734,3703,4102
1422,2039,2406,4031,4328
516,1234,1867,2414,3992
891,1766,2375,3508,4570
930,1766,2891,4094,4453
930,1758,2711,3289,4453
547,1617,2711,3359,4547
797,1555,2563,2711,3813
875,1602,2563,2930,3859
789,1766,2977,3742,4617
820,1289,2086,3695,4836
852,1320,1828,3188,3633
836,1469,2047,3227,3633
836,1305,2633,3305,3992
836,1352,2703,3414,3984
1313,1953,2891,3203,3758
1227,2156,2938,3680,4266
992,1516,2195,3094,4664
703,2305,2852,3859,4500
1281,2484,3164,3914,4859
797,1422,2609,3977,4664
1328,2180,3539,4000,4906
1008,1641,2617,3266,4930
852,1992,2602,3148,3789
711,1414,1969,2609,3508
1344,1828,2633,3328,3711
1469,1680,2438,3328,4938
930,1477,2602,3234,4898
727,1359,1820,2719,3234
602,1773,2602,2820,3336
641,1359,1680,2602,3305
1359,1859,2727,3414,4742
1344,1898,2563,3359,3672
1336,2484,3336,3672,4859
1578,2461,3570,4195,4820
1602,2445,3531,4367,4820
1492,2688,3516,4484,4820
836,1266,2695,3492,4406
836,1367,2617,3367,4250
1344,2617,3359,4086,4578
945,1383,2805,3367,4023
1031,1398,2570,3414,4039
961,1367,2469,3352,3828
961,1414,2477,3180,3820
563,1594,2516,3055,3930
406,1438,3383,3977,4719
375,1711,3500,4297,4742
461,1063,1844,3203,3961
734,1813,2445,3172,4281
1070,1781,2539,3070,4250
570,1055,1836,2617,4281
734,1867,3313,3453,4258
656,2008,2797,3188,3789
922,2133,3117,3523,4344
789,2219,3148,3781,4461
570,922,2219,3164,4492
680,2141,3141,4328,4844
742,2109,2453,3164,4398
883,2211,3414,4313,4750
563,930,2117,3328,4203
563,1203,2047,3281,4172
563,1313,2141,3133,4211
711,1227,2852,3750,4273
625,1227,2297,2805,3828
781,1234,2844,3313,4531
1203,2133,2828,4344,4750
828,1375,2727,2953,3133
695,1344,2641,3141,4367
461,1195,2633,3141,3797
1078,1672,2586,3172,4039
1180,1648,2344,3430,3906
680,1133,2430,3195,3906
1195,2531,3219,3852,4328
625,2430,3164,4000,4422
703,1125,2383,2711,3352
617,1125,2367,3125,3328
664,1281,2328,3359,4328
641,1180,2391,3328,4320
586,1336,2430,3297,4328
570,1336,2516,3367,4367
453,1336,2578,3367,4406
461,1742,2547,3258,4414
680,1719,2789,3211,4859
594,1641,2734,3188,4797
438,977,2734,3234,4414
539,1227,2695,3414,4398
563,875,1438,2680,4352
633,1188,1430,2625,3633
430,1383,2617,2797,3820
305,1359,2828,3539,4078
305,594,1086,2602,3844
430,1188,2508,2813,3898
313,602,1188,2813,3852
602,1289,1586,2430,2898
617,1180,1750,2953,4477
438,1180,1766,3023,4477
430,1156,2984,4305,4945
703,1734,3023,4438,4891
406,875,1734,3008,4758
570,1984,2766,3203,4758
758,1156,2125,2883,4836
938,1156,2016,2930,4914
1188,1766,2711,3172,4469
625,1352,2953,3914,4469
672,1625,2953,3883,4516
1266,1750,2711,3883,4922
1266,1695,2734,3820,4750
1680,2258,2602,4125,4938
1180,1680,2125,3039,3922
883,1180,2016,2984,3859
