F1,F2,F3,F4,F5
0,0,0,0,0
0,0,0,0,0
961,2867,3352,3859,4602
1039,2781,3352,3891,4602
1133,2008,2688,3867,4734
953,1898,2875,3359,4641
953,1805,2555,3555,4555
1039,1820,2555,3195,4555
1063,1797,2250,3070,4570
1008,1555,2250,3031,4313
1227,2227,2859,3461,3813
1367,2195,3328,3992,4641
1227,1938,3188,3984,4477
1328,1930,2953,3766,4477
742,1328,1758,3109,4508
492,1414,2609,3570,4492
938,2188,3273,4055,4656
1203,2039,2742,3930,4563
680,1016,2430,2930,4086
1203,2242,3023,4055,4664
898,1305,2242,2336,4461
984,1469,2336,2852,4172
703,984,1375,2852,4094
648,1211,2625,2891,4055
1320,2391,3641,4109,4648
805,2023,2867,3969,4766
992,1984,2867,3398,3906
953,2055,3023,3391,3906
953,977,1242,3406,4766
977,1734,2977,3305,4797
1680,2797,3305,4203,4672
1055,1758,3203,3750,4539
1070,2586,3203,3805,4398
563,1883,2609,3914,4898
477,1297,2477,4266,4938
1258,1578,2477,4008,4930
758,1375,2477,3555,4844
1063,2570,3164,3805,4938
906,2141,2695,3172,3734
1219,2242,3172,3656,4922
750,1219,2164,3180,3703
727,1445,2148,2961,3750
844,1766,2148,3055,3891
773,1703,2367,3359,4109
758,1680,2367,3328,4203
711,1898,3289,4313,4875
531,1555,2539,4313,4758
828,1758,2453,3445,4398
930,1719,2625,3445,3984
445,680,930,1734,3977
445,680,1023,1281,2492
695,1344,1922,2500,4453
438,1445,1906,2523,4477
813,1563,1906,2445,4469
852,1602,2594,3180,4438
820,1516,2703,3219,4484
773,1906,2555,3219,4516
859,1711,2602,3313,4461
781,1805,2578,3227,4398
641,1891,2469,3531,4570
617,1883,2500,2930,3484
461,1883,3094,3469,3820
586,1953,2547,3242,4000
633,1828,2547,3242,4211
617,2047,2836,3156,3898
555,1883,2633,3578,4516
563,1953,3227,3641,4477
742,2023,3148,3508,3938
789,2109,3148,3508,4055
0,602,1977,3398,3930
547,2023,3281,3781,4109
531,1977,2664,3258,3781
648,2008,2664,3156,3781
641,1992,2625,3445,3969
836,1883,2625,3367,4242
523,836,1922,3211,4086
867,1813,2492,3148,4164
602,875,2039,2727,3313
367,1023,1852,3609,4797
539,1117,1852,3148,4836
781,1156,1758,3086,3695
828,1156,1844,3383,4328
578,1859,2656,3219,4250
1086,1859,2898,3539,4695
1211,1922,2805,3539,4789
492,1188,2625,3164,4164
492,1234,2680,4180,4797
602,1164,2703,2992,4258
578,1102,2695,3102,3930
1109,1867,2695,3227,4094
953,1602,1867,2805,3867
203,1070,1336,3391,4719
203,1336,1781,3094,4586
602,1203,1930,3109,4172
359,1805,2188,3148,4328
711,1836,2242,3133,4633
602,1703,2367,3352,4609
586,977,1703,2898,4352
523,781,1766,3031,4188
523,781,1813,2992,3633
523,1320,2398,3047,3773
828,1273,1922,3578,4250
641,1281,1883,2578,4289
531,1336,2000,2469,3820
539,1242,2242,3172,4156
531,930,2359,3391,4234
617,930,1945,3305,4227
844,2094,2938,3352,4227
688,1453,2203,2977,4219
1195,1898,2563,3406,4414
625,1289,2703,3383,4406
1148,2500,3594,4094,4914
1117,2805,3453,4180,4703
1305,1750,2313,2969,4305
1125,1906,2906,4227,4906
1125,1883,2977,4328,4805
1102,1969,2922,3508,3977
727,1102,2172,2688,3594
1219,1836,2570,3289,3805
656,2250,3273,3875,4430
672,1789,2516,3805,4445
1320,2234,2836,3805,4125
1477,2391,2852,3805,4211
1281,1617,2953,4180,4875
1281,1617,3148,3992,4828
1430,1945,3148,3422,4758
1258,1945,3383,4086,4758
1516,2867,3789,4227,4898
906,2188,2914,3766,4813
1117,2188,3016,4156,4523
867,1117,2219,3070,4492
992,2219,3219,4008,4570
1289,2305,3070,3719,4742
1195,1883,2875,3938,4711
500,1883,2406,3156,4109
547,1875,2828,3156,4898
469,2594,3156,3609,4945
523,2445,3523,3992,4766
375,523,3328,3898,4766
375,1281,2469,3320,4641
539,1383,2516,3258,4258
1227,2047,3078,4039,4688
430,1148,2055,3016,4156
1453,2102,2945,3789,4258
180,945,1375,1453,3133
844,1375,2648,3977,4484
695,1398,2695,3188,4508
750,2141,2859,3188,3992
820,1305,2258,3070,4016
688,1305,2586,3203,3883
977,1492,1953,2930,3922
1414,2375,3078,4172,4844
766,2195,3078,3891,4453
1273,2000,3172,4016,4633
1086,1844,2547,3961,4539
1398,2281,3406,3984,4625
773,2141,2656,3422,4008
695,1398,2609,4016,4445
633,1320,2422,2852,3805
688,1367,2719,3172,3805
930,2359,3172,3805,4352
703,1367,2477,3000,4211
656,1367,2625,3172,3977
328,641,2711,3148,3961
328,813,2586,3461,3859
305,852,2766,3391,3859
305,984,3000,3945,4430
539,1039,2500,3898,4703
523,1008,2766,3922,4570
531,1008,1250,2703,3891
500,711,1250,2203,2445
703,1273,2352,3023,3977
734,1461,2539,3008,3953
664,1617,2555,3031,3961
484,1867,2586,3000,3961
477,711,1891,2938,4000
711,1852,2570,3070,3953
266,719,1836,2602,3742
281,719,2602,2945,4023
273,727,2625,2914,4070
281,719,2039,2891,4047
281,727,2688,4000,4586
703,2250,3266,3953,4531
633,2352,3023,3953,4719
516,648,2336,2938,3977
484,2328,3039,3953,4898
297,469,695,2500,2969
359,688,2531,2977,4016
336,625,2328,2992,3922
461,2125,2906,3875,4133
469,2125,2969,4102,4859
469,2156,2945,4117,4859
469,2313,2922,4047,4922
469,2148,2930,4023,4859
445,2141,3031,4016,4867
422,1281,2375,3000,3945
430,1281,2609,3164,3945
391,430,1258,2625,3961
391,1234,2516,3148,3859
281,1273,2547,2781,3938
742,1297,2852,3859,4414
891,1469,2000,3102,4477
844,1219,2000,3188,3922
