F1,F2,F3,F4,F5
0,0,0,0,0
0,0,0,0,0
961,1563,1836,2867,3531
898,1563,1914,2414,3344
898,1773,2508,2867,3828
1773,2047,2813,3453,3789
695,1773,2938,3594,4125
695,2086,2641,3961,4484
695,2070,2641,3891,4477
594,1742,2602,3852,4633
641,1703,2602,3695,4328
992,1609,3063,3836,4211
875,1641,2977,3781,4164
711,1625,2898,3492,4086
734,2070,3023,3695,4305
953,1609,2008,2992,3797
680,945,1766,2984,3695
945,1773,3000,3656,4453
977,1773,2961,3797,4281
789,1828,3008,3891,4195
1008,1609,3023,3961,4617
859,1695,2859,3813,4648
680,1688,2766,3758,4391
813,1633,2711,3758,4750
672,1695,2711,3859,4609
664,1617,2750,3836,4531
672,1742,2609,3719,4734
711,1781,3031,3797,4766
570,969,1711,3063,3805
945,1656,3039,3594,4359
625,1742,3023,3594,4250
641,1625,3008,3844,4375
969,1742,2969,3773,4625
781,1781,3141,3797,4859
641,1672,3117,4523,4867
617,1758,3008,3797,4391
641,1602,2922,3852,4391
805,1719,2961,3594,4641
719,1711,2945,4055,4672
719,1563,2063,2945,4648
719,1570,2063,2891,4125
766,1867,2742,3438,4438
664,1680,2516,3422,4594
664,1445,2711,3211,4406
1063,1641,2063,2984,3703
805,1578,2000,2922,3641
992,2047,2984,3766,4414
914,1586,3031,3797,4523
914,1633,2961,3648,4672
1070,1633,2930,3633,4211
828,1578,3008,3805,4242
1078,1578,3070,3766,4172
984,3000,3797,4172,4641
875,1609,2930,3805,4711
797,1594,2961,3680,4141
758,1609,2969,3680,4141
734,1602,2992,3555,3828
438,1656,2969,3555,3961
758,1672,2836,3430,3852
609,1008,2680,3031,3898
594,984,1469,2633,3852
586,1539,2680,3898,4570
570,1516,2594,3875,4539
586,1438,2789,3875,4672
594,1500,2828,4445,4758
609,1500,2867,3828,4414
617,1609,2844,3805,4656
609,1594,2773,4039,4641
609,1648,2758,3914,4180
625,1867,2727,3891,4227
602,797,1984,2766,4133
0,602,1992,2828,4117
406,594,1969,2836,4133
406,969,1977,2852,3383
398,977,1961,2852,3422
438,1992,2781,4188,4672
391,1969,2875,4094,4656
422,1992,2781,4094,4484
398,2164,2672,4133,4484
414,781,1984,2758,4109
406,781,1977,2852,4117
406,797,2148,2836,4109
414,2188,2766,4102,4625
406,719,1516,2977,4594
688,1508,1656,2859,3078
602,688,1617,2977,4297
602,1602,2922,3664,4297
680,1563,3055,3445,4422
711,1594,2359,3086,4430
813,1523,2992,4227,4516
766,1648,2227,2977,4313
586,875,2883,3328,4188
469,2195,2438,3055,4188
484,2336,2961,3406,4227
492,2414,2992,3406,4094
523,2438,2930,3422,4133
508,1633,2422,2945,4195
516,1641,2391,2945,4281
625,1641,2523,2945,4289
484,2414,2680,2969,3422
539,2500,2867,3352,4211
477,2469,2867,3648,4117
430,1555,2484,2914,4125
469,1555,2602,2914,4117
469,1445,2406,2953,4156
477,1531,2445,2953,4141
484,2422,2930,4133,4641
609,1578,2555,2930,4406
750,1609,2070,3000,4484
742,1625,2070,2875,4477
359,719,2383,2781,4430
734,2313,2836,3398,4555
438,992,2203,3313,4742
398,2438,3219,4078,4453
398,906,2383,3344,4516
477,906,2398,4172,4445
430,844,2477,3906,4711
406,844,2125,2930,4875
516,2234,3094,4031,4945
461,1625,2336,3195,4063
820,1625,1969,2703,3914
672,1656,2828,3773,4125
648,1719,2797,3820,4148
609,1828,2695,3695,4086
602,805,1820,2000,4086
609,1859,2453,2898,4164
609,1828,2719,3852,4648
602,1727,2859,3750,4203
531,1719,2891,3688,4617
586,1766,2836,3703,4242
570,1570,2688,4063,4539
555,1570,2945,3953,4648
578,1609,2875,4289,4594
555,1594,2852,3781,4211
547,1531,2813,3828,4227
531,1578,2766,3828,4273
516,1609,2703,3734,4266
609,1711,2813,3867,4172
594,1742,2750,2836,3883
609,734,1727,2828,3852
750,1727,2055,2867,3852
727,1750,2047,2883,4055
734,1711,2008,2602,4000
727,1711,1969,2578,3852
711,1922,2672,2992,3891
695,1789,1930,2609,3859
695,1703,2586,2852,3883
719,1703,2617,2906,3789
703,867,1719,2109,2852
727,891,1633,2008,2727
742,914,1664,2047,2813
766,1672,2094,2852,3656
781,1578,2813,3672,4867
781,1594,2844,3648,4898
773,1602,2813,3648,4766
742,1594,2867,3727,4859
586,1594,2227,2828,4516
594,1516,2211,2836,4789
602,1469,2211,2859,4469
609,1469,2195,2867,4648
594,2195,2859,3695,4680
586,2180,2844,3711,4734
594,1242,2820,3672,4789
492,1242,2773,3734,4734
547,1445,2055,2859,4906
438,1570,2086,2820,3523
438,1266,2070,2797,3625
430,1344,2211,2781,3672
438,1359,2109,2734,3633
445,1445,2734,3852,4914
414,1430,2273,2703,3516
531,2117,2875,3773,4727
508,2180,2859,3711,4695
477,2148,2883,3695,4711
492,2180,2789,3648,4609
477,2203,2844,3617,4617
516,2188,2828,3680,4664
523,2180,2813,3609,4664
422,750,2070,2789,3750
430,1602,2125,2836,3672
445,1516,2805,3680,4758
328,867,1531,2828,3766
500,1516,2938,3898,4695
758,1672,2945,3672,4938
789,1633,2938,3633,4938
547,844,1586,2945,3414
789,1672,3148,3438,4891
938,1625,2102,3563,4867
828,1617,1969,2914,3563
797,1664,2008,3000,3773
758,1570,2008,2641,3617
711,898,1602,2813,3734
961,1555,2813,3719,4914
977,1500,2852,3766,4867
195,977,1336,3063,4016
461,1055,2813,3727,4625
250,953,2711,3648,4531
172,953,2469,3719,4648
281,2391,2914,3797,4828
828,2094,2703,3555,4648
633,1563,2094,2953,3719
703,1711,2242,2930,3766
695,1719,2867,3516,3828
719,1531,2109,2906,3805
758,1648,2031,2945,3836
609,930,2031,2430,2977
