F1,F2,F3,F4,F5
0,0,0,0,0
0,0,0,0,0
789,2039,3641,3742,3813
859,2039,2969,3477,4250
883,1867,2672,2828,3977
1945,2680,3508,4164,4875
836,1836,3266,3992,4938
688,1961,2438,3586,4117
734,1922,2516,3516,4570
773,1875,2672,3648,4680
844,2031,2523,3273,4688
875,1938,2492,3273,4602
859,1938,2555,3313,4555
938,1977,2602,3328,4523
938,1984,2570,3328,4516
789,1945,2680,3359,4586
766,1945,2711,3227,4602
695,1938,2617,3227,4578
789,1820,2695,3406,4633
1969,2688,3148,3945,4641
805,2070,2773,3453,4531
727,2016,3156,3789,4633
820,1977,2672,3391,4633
609,1906,2602,3359,4578
898,2000,2648,3906,4570
891,2023,2648,3984,4641
648,2117,2648,3977,4664
766,1961,2805,3734,4555
820,2031,2727,3406,4633
820,1320,2070,2797,3352
836,2109,2633,3281,4750
656,1414,2117,2750,4516
602,1445,2625,3547,4094
2008,2664,3383,4055,4375
1586,2055,3359,4055,4750
1414,2016,2563,3438,4117
688,1578,2672,3500,4711
813,1430,2867,3422,4188
688,2031,2703,3320,4734
688,1977,2664,3172,4438
1281,1977,2617,3594,4414
1070,2195,3453,4000,4711
781,1266,2375,3453,4734
664,2070,2906,3523,4117
602,2070,2758,4180,4906
1586,2203,2750,4047,4641
1992,2750,3438,3969,4797
1500,2125,2828,3297,4250
758,2047,2813,3234,4258
883,2125,2813,3523,4805
1016,1992,2883,3523,4836
859,2094,2703,3523,4781
648,2148,2648,3648,4609
836,1492,2148,2750,4695
1484,2031,2813,3641,4703
969,2086,2766,3695,4695
805,2156,2797,3633,4844
813,2180,2789,3633,4586
484,2117,2758,3594,4805
438,906,1055,2328,3594
461,1078,2727,3617,4367
508,1047,2734,3758,4773
609,1422,2555,3883,4602
523,1531,2883,3914,4484
398,1609,2898,3836,4578
383,1703,2789,3805,4500
422,1664,2172,2820,3805
414,1695,2172,2758,4391
406,1688,2156,2789,4430
414,1688,2000,2844,3570
430,1688,2008,2781,3727
438,2063,2766,3656,4133
445,2109,2797,3688,4117
445,2047,2813,3703,4133
438,2063,2828,3734,4742
430,2086,2797,3742,4766
336,2094,2703,4156,4766
281,2133,2789,4094,4813
414,2039,2789,4008,4945
453,2789,3813,4406,4891
438,1859,2070,2789,3766
453,1852,2727,3883,4445
453,1914,2766,3531,4047
445,2078,2828,3547,4867
445,2031,2773,3516,4781
375,2672,3461,4070,4813
313,2070,2813,3336,4742
688,2313,2797,4133,4641
719,2859,3531,3984,4750
758,2805,3492,3859,4734
781,2031,2820,3859,4773
711,2086,2836,3883,4742
664,2242,2820,3680,4719
750,2031,2805,3625,4867
742,1969,2750,3672,4711
305,2070,2750,3719,4750
336,2219,2789,4055,4563
305,2156,2758,3648,4891
297,2180,2750,3625,4234
297,2203,2750,3641,4227
289,2211,2508,2781,3656
289,2211,2508,3664,4242
289,2211,2484,3648,4219
289,2195,2492,3656,4172
297,2227,2492,3680,4156
297,2242,2531,3672,4219
289,2242,2516,3656,4203
289,875,2250,2516,4203
289,2219,2484,3906,4219
281,813,2219,2484,3914
297,797,2180,2523,4219
297,797,2055,3523,4242
461,2039,2789,3578,4273
375,2063,2805,3609,4281
359,2148,2805,3727,4328
336,1352,2094,3617,4383
414,1352,2031,3609,4359
445,1148,2063,3672,4266
391,1344,2000,2508,3750
383,2078,2508,3672,4297
375,2102,2656,3625,4305
391,2055,2695,3625,4461
570,2141,3539,4305,4750
570,2297,3461,4188,4859
617,2047,2539,3641,4914
625,2031,2563,3648,4898
633,2000,2633,3711,4906
641,2000,2602,3625,4828
633,2070,2695,3719,4813
625,1875,2750,3609,4867
625,1867,2766,3586,4836
563,1883,2836,4406,4883
430,1813,2906,4305,4867
445,1781,2891,4289,4859
453,1742,2898,4258,4875
445,1758,2930,4328,4813
453,1750,2930,4383,4836
453,1727,2922,3602,4336
445,1742,2914,3602,4484
453,1875,2992,3484,4805
438,1711,2961,3563,4406
422,1719,3055,3492,4922
422,1805,3023,3422,4352
406,1641,2156,2906,3680
445,1641,2039,2773,3688
453,2086,2781,3742,4805
453,2109,2758,3711,4883
453,2086,2766,3734,4883
461,2125,2758,3625,4883
445,2086,2883,3695,4883
453,2078,2719,3727,4922
453,2102,2680,3695,4859
461,2109,2633,3773,4211
461,2125,2539,3711,4211
445,2117,2570,3680,4211
453,2109,2578,3672,4250
453,2117,2578,3672,4242
453,2094,2617,3711,4867
492,1969,2648,3711,4867
648,1984,2695,3625,4891
688,1641,1984,2523,3656
703,1625,2133,2555,3734
711,1648,2133,2641,3750
734,1680,2453,3656,4219
727,1602,2484,3688,4156
734,1516,2266,2531,3688
750,1539,2547,3727,4258
766,1547,2633,3672,4344
773,1539,2773,3672,4406
797,1516,2742,3750,4375
773,1539,2680,3727,4477
453,836,1484,2773,4430
758,1352,2109,2727,4461
680,1586,2023,2695,4516
633,1461,2750,4313,4555
641,1383,2805,4242,4609
688,1484,2742,4203,4828
727,1430,2688,4250,4727
727,1383,2688,3477,4195
750,2594,3469,4148,4758
695,2813,3445,4266,4734
695,2000,2742,3523,4633
672,2023,2734,3641,4617
609,2023,2711,3656,4750
320,1219,2086,2641,3680
336,1242,3172,3609,4445
328,1359,3156,3609,4555
273,2953,3609,4289,4672
242,3023,3617,4164,4469
242,2625,3484,4164,4742
234,2602,3336,4266,4703
344,2695,3234,4266,4695
430,2719,3359,4133,4766
742,2719,3406,4133,4727
922,2969,3289,4094,4773
477,922,1922,3367,4773
477,1672,2664,3344,4852
914,1609,2570,3578,4742
688,1555,2664,3539,4695
602,1445,2633,3539,4695
563,1563,2641,3594,4695
695,1563,2656,3563,4570
211,1680,2508,3578,4570
