F1,F2,F3,F4,F5
0,0,0,0,0
0,0,0,0,0
0,1141,2539,3406,4563
1180,1875,2617,3484,4719
1344,1875,2602,3883,4789
1930,2602,3367,3781,4711
1336,2625,3492,4367,4891
945,1336,2445,3648,4398
945,1398,2195,2555,3742
813,1469,2195,2555,3234
828,1469,1914,2641,3289
844,2109,2867,3797,4609
836,1320,1984,3563,4742
891,1328,2039,3672,4258
867,1305,1742,2883,4094
867,1539,2742,3484,4250
867,1492,2844,3422,4461
867,2125,3141,3617,4156
773,1977,2805,3375,4344
852,1633,1977,2859,4188
898,1734,2852,3344,3727
789,898,2508,3977,4742
789,1656,2617,3711,4742
969,1656,2438,3844,4813
695,1313,1953,2766,3672
695,1922,2664,2875,3961
883,1195,2094,2828,3586
1289,1680,2945,3656,4602
1047,1352,3398,4234,4945
930,1352,2164,3445,4375
953,1352,2141,3492,4719
922,1352,2414,3313,4289
852,1352,2164,3484,4461
828,1734,2133,3430,4945
844,2203,3430,4125,4734
867,1617,2125,2922,4141
141,867,1422,2703,4078
313,1438,2695,2906,4086
133,906,2297,2563,4289
828,1234,2203,2531,4242
867,2203,3516,4156,4430
938,2047,2945,3750,4703
820,1305,1992,2844,4531
922,1688,1992,3063,4500
750,1438,2570,3805,4914
539,1273,2203,3961,4813
852,1820,2617,3367,4008
102,1148,1977,2852,3492
875,1781,2617,3133,3773
1031,1344,2281,3422,3945
1344,2305,3328,4156,4828
828,1398,2297,3180,4406
938,1797,3281,4109,4625
352,1203,1859,2906,4438
352,1141,1750,3078,4203
352,1391,2086,2938,4094
430,1211,2672,3406,4266
1188,2273,2844,3281,4469
945,2125,2719,3250,4055
789,1328,2125,3508,3992
898,1352,2648,3742,4617
695,1969,2641,3930,4609
672,1922,2758,3625,4438
750,1805,2664,3617,4328
742,1672,2773,3188,4313
750,1523,2977,3844,4297
719,1281,2359,3398,4047
461,1242,1641,2273,3883
633,1563,2320,3266,4586
836,1359,4023,4539,4898
773,2219,2922,4539,4898
922,1922,2266,4492,4922
945,2250,3047,3305,4883
758,2023,2703,3305,4789
859,1898,2703,3313,3844
852,1828,2258,4148,4602
805,1328,1828,2492,3922
922,1234,1789,2734,3906
875,1320,2438,3125,4352
656,1242,2484,3266,4383
844,1633,1938,2813,3859
992,1516,1930,2945,3961
711,1516,2758,3859,4625
734,1836,2766,4023,4516
570,1359,2180,3031,4469
570,1844,2523,3063,3906
867,1844,2414,3273,3805
719,2242,2703,3758,4445
867,2313,2719,3438,4477
953,2180,2719,3141,4375
922,1313,2164,3266,4414
813,1305,2203,3773,4461
875,2117,3086,3828,4563
922,2117,2859,3836,4602
922,2039,2984,3703,4500
930,1930,3094,3617,4461
820,930,1766,3352,3969
820,1359,3164,4055,4633
930,1359,1836,3078,4336
875,1375,2156,3039,4172
750,1359,3172,3641,4695
773,1633,2242,3625,4609
734,1555,2547,3664,4711
930,1789,2547,3750,4797
797,1289,2641,4023,4773
1328,2453,3453,4117,4773
891,1742,2422,3289,3977
1063,1375,2305,3023,3492
852,1523,2305,2867,4313
938,1633,2531,2867,4211
945,1578,2531,2914,4016
711,1445,2797,3930,4531
820,1523,2828,3930,4305
820,1852,3008,3945,4547
1344,1813,2844,3648,4305
828,1281,2609,3648,4125
828,883,1180,3656,4891
883,2445,3117,4484,4914
867,3148,4094,4484,4859
1305,2250,2781,3242,4492
836,1313,2008,3867,4453
1055,2641,3070,3703,4367
1195,2328,3148,3719,4367
836,1406,2461,2992,4258
875,1234,1406,2484,3633
898,1234,2484,3453,4492
1203,2445,3219,3719,4523
1102,1773,2445,2727,3719
367,1313,1734,2766,3766
859,1734,1969,2688,3633
609,930,1828,2773,3656
609,938,1773,2695,3891
688,945,1516,2586,4008
945,1500,2508,3813,4258
727,1445,1977,2672,3891
664,1828,2664,3898,4641
633,1930,2680,3750,4578
633,1688,2469,3195,4273
305,1922,2602,3156,4031
391,1922,2602,3156,4039
391,1359,1906,2609,3836
305,1359,2406,2805,3711
289,1484,2180,2797,3984
344,711,1563,2258,3977
547,1563,2914,4109,4680
492,1563,2883,4047,4930
539,2234,2750,3953,4930
383,2258,2836,3742,4516
617,2195,2797,3742,4422
570,1945,2961,4039,4570
469,1211,2969,3969,4555
461,680,1094,2945,3984
617,1516,2969,4063,4516
508,1609,2969,4063,4586
641,1609,3055,4055,4555
531,703,1672,3086,4195
711,1703,3063,4078,4523
367,727,1766,3078,4016
664,1828,3063,4016,4586
523,1891,3086,4008,4594
617,1922,3023,3914,4656
531,1961,3039,4000,4703
531,1906,3039,3969,4680
430,1945,3070,3961,4664
430,1930,3156,3977,4586
453,1969,3156,3984,4570
242,1945,3094,3906,4828
430,1891,3156,4008,4656
484,1875,3133,4109,4695
492,1859,3078,3961,4656
469,1883,3055,4266,4727
664,2023,2570,3852,4617
680,1563,2773,3852,4633
648,1930,2758,3711,4484
695,1602,2797,2984,3766
750,977,1992,2875,4156
867,2055,2875,3172,4398
711,2047,2961,3203,4398
680,2008,2797,3859,4539
695,2031,2820,3875,4109
0,617,2070,2930,4039
547,2047,3047,3883,4445
453,2156,3031,3891,4445
422,2148,3102,3922,4570
297,2195,3172,4047,4563
367,2250,3203,4016,4711
375,2188,3141,3898,4445
344,2438,3219,3898,4805
320,609,2406,3227,4039
313,609,1164,2063,2422
328,672,1164,2094,2453
344,1180,2500,3125,3930
320,2180,2539,3070,4039
336,648,2555,2867,4195
344,648,2547,2992,3977
305,688,2563,2773,4133
375,2609,2797,4070,4648
328,1422,2484,3969,4570
383,2563,2828,4016,4570
367,1359,2516,3789,4531
422,2547,3781,4188,4828
461,2109,2633,4188,4648
492,2172,2648,4188,4586
523,2047,2727,4047,4766
