F1,F2,F3,F4,F5
0,0,0,0,0
0,0,0,0,0
281,914,1375,2672,4164
273,914,1406,2633,4141
836,1539,2688,3008,4141
234,1531,2664,3031,4172
203,1531,2641,2977,4164
523,2063,2391,3469,3992
609,2195,2961,3461,4141
648,1969,2305,2977,4109
656,2008,2508,2984,4102
672,2055,3000,4125,4594
672,2031,3094,4086,4492
711,2070,2883,3086,3734
703,2078,3094,3883,4367
711,2094,3148,3688,4258
727,2016,3234,3813,4570
570,1984,3063,3867,4602
375,563,719,1953,3063
406,734,1977,2367,3242
375,719,1961,2500,3250
375,1961,2352,2625,3227
375,1953,3188,4211,4594
555,2055,3164,4211,4633
563,2109,3109,3852,4188
555,2125,3023,3914,4570
555,1578,2125,3039,4273
555,2352,3055,4203,4508
547,1617,2305,3000,4508
563,2328,3070,3875,4469
570,2234,3047,3867,4461
578,2242,2914,3953,4453
578,2250,2477,2844,4414
586,2070,2508,2867,4063
594,2094,2898,4266,4602
594,2070,2852,3094,3930
594,1922,2852,3031,4016
750,1852,2797,3828,4313
766,1844,2789,3547,4305
773,1789,2805,3555,4375
805,1656,2781,3570,4289
867,1602,2852,3727,4195
898,1609,2914,3695,4227
914,1555,2992,3734,4227
766,1586,2930,3859,4227
773,1586,2953,3805,4227
813,1570,3047,3766,4719
445,852,1594,3047,4828
422,797,1555,3008,4883
406,1586,2641,2906,3242
445,1492,2961,3484,4914
430,1688,2836,3625,4852
461,1570,2758,3625,4906
500,1617,2867,3461,4914
469,1625,2523,3484,4602
734,1602,2766,3633,4609
766,1531,2922,3688,4617
742,1523,3008,3805,4656
750,1508,2969,3805,4648
742,1656,3016,3828,4648
719,1391,3000,3852,4859
641,1484,2961,3781,4836
727,1508,2297,2914,3844
438,1195,1609,2289,2859
406,1164,1617,2859,3938
500,1203,2352,2898,3875
492,1156,2203,3891,4945
469,1125,2203,2555,3891
359,1336,2977,3906,4930
359,1367,2930,3891,4906
336,1531,2797,2930,3891
266,453,1422,2797,3281
328,602,2750,3109,3977
406,1289,1859,3055,3859
477,1289,1820,3086,3703
633,2273,2664,3047,3664
938,1195,1758,2523,3813
734,1703,2523,3820,4469
609,1703,2352,3711,4492
648,1719,3172,3625,4531
828,1781,2813,3148,3891
969,1867,2813,3102,3836
906,1680,2563,3016,3820
859,1680,2898,3055,3859
1445,2578,3555,4039,4469
1336,2570,3109,3711,4422
844,1250,2359,3133,3898
719,2328,3180,3547,3883
523,2281,2594,3547,4484
461,766,3211,3664,4367
422,813,2406,3188,3766
438,820,2406,3242,3742
445,828,2461,3180,3555
430,828,2438,3148,3727
430,2438,3250,3711,4930
414,992,2523,3242,4883
422,977,3250,3906,4883
430,914,3273,3797,4891
469,961,3242,3914,4844
430,969,3180,3844,4781
422,992,2492,3164,3859
383,1008,2531,3258,3938
375,1164,2500,3109,4109
375,1313,2500,3086,3969
398,1375,3172,3961,4891
406,1430,3281,3977,4922
391,1523,3313,3906,4797
391,1555,3391,3781,4750
344,1508,2555,3453,4758
359,1469,2555,3484,4703
367,2039,2500,3664,4656
367,1867,3477,3867,4672
375,1906,2672,3594,4703
406,1898,3203,3641,4648
422,727,2078,3461,4516
422,438,695,1875,3453
438,695,1953,3461,4766
398,695,1461,1891,3391
461,719,1453,1813,3445
484,945,1453,1813,3219
438,945,2406,3578,4164
969,2438,3180,3578,4250
695,1211,2258,3055,3641
680,2508,3070,3547,4242
656,1086,2391,3180,3805
633,2328,3133,3727,4672
266,2289,3102,3680,4836
320,1984,2289,2859,3836
406,1953,1984,2758,3711
352,1953,3078,4133,4430
328,1938,3031,3891,4609
305,2023,3055,3367,4586
258,1992,3094,3367,4586
266,2109,2367,3219,4688
266,1898,2367,3180,3875
258,1945,2500,3156,3867
273,1859,2500,3109,3828
234,391,1836,3094,3805
414,1797,3023,3867,4492
414,1773,2992,3945,4391
414,1703,2953,3820,4234
258,1258,1688,2945,4445
250,1258,1875,2094,2969
266,1328,1836,3031,4453
266,1305,1875,3156,4352
281,1820,3047,3930,4352
258,1758,2852,3031,4078
250,1758,2844,3016,4094
258,1867,2609,3008,4039
258,1883,2594,3758,4102
250,1828,2688,3867,4672
273,1797,2805,3758,4672
305,1805,2883,4008,4172
281,1797,3016,4273,4633
383,1797,3008,3906,4492
398,1875,2969,3906,4492
352,1938,2898,3695,3906
414,1422,2070,2938,3945
398,1422,2281,2906,4133
414,1461,2234,3070,4148
406,1461,2234,3039,4234
406,2320,3023,4219,4445
406,2336,2945,3094,4320
406,2320,3086,3828,4375
391,2391,3055,3828,4422
305,2359,3070,4000,4445
219,359,2344,3086,4391
320,2422,3063,4125,4391
313,2453,3086,3852,4320
328,2313,3094,3852,4359
289,2313,3094,3852,4391
352,2297,3109,3930,4188
250,938,2297,3117,4500
313,859,2242,3109,3766
281,883,2188,3172,3680
211,883,2242,3156,3680
844,2203,3156,3680,4391
656,2391,3211,4141,4797
844,2258,3203,4344,4789
805,2148,3258,4156,4789
789,2102,3094,3258,4328
891,2063,3094,3359,4078
648,2141,3359,4273,4656
352,648,2023,3305,4578
383,1992,2195,3203,4695
406,1906,3102,4359,4898
375,1898,3289,4289,4883
367,1813,2695,3406,4180
352,1820,2727,2898,3352
367,1883,2477,2898,3367
359,1828,2586,3406,4711
367,1805,2469,3430,4688
375,1813,2438,3461,4656
367,1867,2422,3445,4711
344,1859,2523,3492,4672
344,1844,2508,3508,4672
352,1836,2508,3492,4656
336,1828,2531,3516,4727
336,1836,2531,3578,4750
320,1813,2531,3492,4727
336,1844,2547,3563,4750
328,1836,2719,3531,4766
352,1789,2641,3531,4719
344,1844,2922,3555,4719
352,1805,2570,3500,4500
320,1852,2625,3492,4805
