F1,F2,F3,F4,F5
0,0,0,0,0
0,0,0,0,0
844,1203,1938,2672,3500
617,1289,2023,2758,3531
188,1375,2117,2781,3516
188,828,2492,2992,4211
828,2156,2547,3664,4188
984,2125,2820,3789,4430
938,2391,3016,3758,4406
305,1164,2367,3008,4102
289,1656,2367,2969,3711
180,2430,3016,3969,4633
1102,1844,2477,3984,4469
1063,1930,2805,3602,4469
1063,1695,1953,2766,4375
1695,2539,3438,4188,4578
70,1680,2531,2953,3547
641,1281,1680,2773,3375
734,1195,2148,3430,4813
672,2047,2867,3477,4289
1281,2305,3422,4133,4711
1805,2297,2813,4125,4773
617,1531,2297,3656,4609
602,2203,2859,3461,4227
328,1766,2039,2859,3516
1203,1750,2180,2867,3703
578,1195,1750,3305,4156
1211,2047,3094,3805,4156
984,1969,2891,4023,4656
633,2219,3063,3516,4547
813,2234,2820,3914,4602
1039,2234,2820,3461,4609
320,852,1484,2398,3453
477,1484,2273,3484,4320
398,1039,2336,3359,4477
203,898,2148,3359,4672
750,1805,3023,3477,4586
539,1461,2828,3461,4773
555,1391,1852,3352,4805
1391,2266,3094,3992,4672
734,2391,3055,3883,4820
734,2469,2883,3781,4609
695,2117,3250,3914,4609
453,2117,2711,3953,4648
70,1773,2328,3023,4617
570,1258,2078,3016,4148
633,1391,1914,3289,4250
1398,1977,2883,3313,4031
1461,1992,2883,3297,3953
1391,1977,2898,3367,3891
1430,1930,2586,3289,3891
1500,1922,2531,3656,4836
1484,2078,2711,3813,4609
1484,2289,3336,4039,4891
1703,2172,3234,3930,4617
1570,2266,3234,3813,4617
1367,2109,3453,3789,4602
1406,1938,2258,3227,4547
1398,2289,2617,3492,4547
1055,1398,2055,2672,4508
1055,2063,2547,3711,4523
1063,2109,2578,3586,3852
617,1086,2055,2570,3586
617,1320,1984,2539,3555
508,1430,2750,3563,4563
516,1555,2813,3617,4680
508,1602,2969,3875,4703
320,1695,2945,3539,4641
469,1898,2898,4125,4719
453,1461,1922,2891,4414
445,1969,2555,3641,4820
445,1953,2703,3719,4766
492,1969,2563,3703,4656
477,2086,3164,3703,4781
469,2070,2891,3648,4938
469,2039,2953,3703,4680
461,1922,2813,3563,4758
461,1969,2945,3797,4781
430,1977,3039,3836,4672
414,2039,2797,3430,4516
398,1336,2023,3438,4516
461,1352,1984,3234,4578
563,1258,2000,3203,4539
344,1133,2000,3672,4414
344,1289,1992,3508,4438
531,1281,1961,3453,3805
414,2000,3492,3867,4344
1141,2109,2367,3281,3953
1461,2039,2320,3305,4352
1352,1977,2453,3227,4180
1148,2016,3211,4117,4523
563,1375,2180,3211,3875
563,2055,3055,3938,4703
375,2078,3055,3891,4703
359,2063,2352,3102,3922
352,2063,2352,3047,3695
359,2359,3047,3430,3766
367,2367,3063,3391,3742
344,1023,2359,3039,4016
344,1016,2352,3773,4727
344,945,2328,3961,4664
344,945,2367,3375,3758
344,1328,2359,4102,4328
344,2305,3242,4195,4906
313,1273,2391,3742,4672
336,1297,2438,3828,4484
391,2094,3047,3563,4023
602,1508,2055,3125,3586
523,1508,2023,2383,3570
500,1492,2133,3008,3633
445,1414,2258,3016,3625
477,1367,2016,3203,3656
492,1430,1992,2398,3008
469,1164,2023,3594,4039
766,1984,2898,3398,3820
414,727,2164,2711,4094
727,1695,2141,2734,4023
859,2039,2344,3352,3883
602,1750,3344,3930,4648
602,1484,2211,3539,4219
719,1484,2133,3781,4430
719,922,2141,3617,4500
523,906,1656,2148,4492
719,898,1953,3688,4492
867,2109,3609,4422,4797
508,2109,3578,4422,4797
477,2031,4016,4344,4797
469,1492,2109,3836,4734
453,1734,3813,4344,4797
461,1891,2992,3859,4664
453,1891,3078,3281,3859
0,453,1828,3078,4086
438,1828,2086,3227,4305
430,1867,2086,3102,4273
430,1711,2453,3023,3492
430,1938,2531,3211,4383
422,2500,3055,3492,4320
398,1984,2492,2992,3680
438,1859,2430,3945,4844
445,1781,3234,3586,4805
461,1805,2680,3188,3828
469,2023,2602,3742,4781
461,1875,3242,3734,4570
461,1859,2086,3672,4680
469,1922,2086,3578,4594
477,1656,1914,2094,3578
477,1875,2141,3727,4836
508,680,1906,3766,4750
711,1734,1914,2180,3688
734,1719,1930,3703,4672
281,742,1523,1719,2258
289,750,1547,1766,2289
289,766,1609,2109,3594
789,1328,2234,3719,4633
1094,1313,2406,3578,4609
531,1328,2227,3734,4625
555,1141,2414,3695,4617
844,1344,2469,3719,4734
852,1195,1344,2453,3719
898,1195,2375,3625,4508
836,1375,2398,3617,4555
836,1375,2484,3625,4453
547,1422,2484,3680,4656
531,1461,2508,2891,4875
477,1391,2523,2891,4703
563,1422,2547,2742,4695
523,1430,2523,2914,4617
523,1445,2477,2898,4656
508,1438,2477,3047,4594
492,1391,2484,3047,4594
523,1336,2523,3164,4508
461,1336,2445,2922,4539
500,1328,2539,3383,4547
656,1164,2195,2570,4445
516,1180,2453,2852,4484
477,1172,2461,2828,4602
445,1320,2461,2828,4305
469,1367,2414,2914,4617
469,1422,2445,2914,4656
484,1430,2281,3328,4656
484,1609,2242,3281,4695
492,1602,2055,3266,4570
484,1531,2055,3352,4883
477,1742,3102,4234,4742
445,1805,2422,3188,4078
438,1898,2422,3508,4063
422,2305,3055,3813,4391
438,1109,1727,3680,4625
414,1125,1688,3531,4766
461,1688,2352,3398,3891
367,1047,1688,2125,3688
313,1945,2227,3477,3883
258,1742,2367,3250,3883
555,1875,2367,3406,3852
609,1695,2406,3273,3852
500,1578,2141,3430,3938
641,2070,3211,3813,4359
469,1750,2438,3883,4297
1016,2094,2438,3328,3969
180,1227,2320,3148,4039
141,914,1758,3266,3984
211,625,1773,3320,4148
594,1813,3219,4234,4719
