F1,F2,F3,F4,F5
0,0,0,0,0
0,0,0,0,0
0,1820,3289,3906,4570
1250,1820,3438,3922,4531
1250,1695,3227,3875,4680
1219,1930,3391,3898,4633
1281,1883,3352,3633,4250
703,1625,2352,3352,4242
727,1570,2320,3344,4195
1453,2172,2484,3391,4359
1055,1453,2102,3586,4805
906,1625,2141,3641,4578
922,2164,2672,3641,4305
1398,1820,2430,3680,4305
711,1875,2500,3617,4344
1023,1797,2805,3523,4172
898,1695,2258,2680,4016
1133,2234,2680,3656,4602
1219,2070,2703,3672,4773
1008,2164,2633,3695,4930
1125,2164,2484,3625,4523
977,1352,2406,3625,4734
977,2109,2570,3477,3953
1031,2344,2852,3477,4023
1188,2281,3531,4227,4734
273,969,2148,2922,4008
688,2289,2664,3797,4922
367,984,2148,3555,4664
508,1180,2070,2789,3578
547,2672,3492,4438,4813
516,1406,2789,3289,4555
539,2266,2602,3219,4898
734,2602,3172,3594,4836
625,2133,2969,3469,4680
625,2070,2906,3313,4641
1414,2219,2633,3195,4258
586,1406,2164,2773,3594
633,1813,2664,3484,4453
586,1805,2695,3414,4766
594,1852,3555,4391,4828
656,1992,2883,3594,4242
602,1969,2938,3508,4234
836,1969,2922,3555,4766
680,2047,2914,3547,4352
633,2055,2914,3484,4742
586,2063,2953,3531,4648
656,2008,2836,3570,4648
648,2055,2664,3516,4930
609,2219,2680,3430,4734
594,2188,2680,3500,4297
688,1914,2234,2852,3602
648,2148,2984,3547,4367
586,1969,2906,3492,4836
852,2125,2852,3516,4727
734,2164,2891,3508,4852
578,1016,2117,3438,4211
984,2172,3383,4211,4852
883,2070,2922,3602,4445
836,1945,2313,3031,3609
930,1727,2227,2984,3609
680,2281,3039,3734,4500
641,1156,2117,3000,4492
625,1297,2313,3898,4492
656,1250,3172,3797,4531
1281,2695,3195,3695,4320
1203,2586,3242,3828,4320
133,1359,2805,3711,4414
1609,2289,3711,4359,4813
359,1492,2234,3492,4742
680,1305,3039,3703,4930
813,1500,2000,2633,3328
1617,2078,3211,4492,4914
828,2078,2594,4453,4914
1313,2281,3102,4234,4914
148,1164,2094,3164,4016
234,1547,3039,3508,4688
1250,2023,2906,3336,3938
914,1750,3016,3969,4609
844,1836,2859,3953,4500
781,1414,2742,3945,4703
750,1414,2484,3656,4125
742,1461,2469,4172,4781
789,1570,2438,3422,4234
773,1484,2898,3422,4359
750,1328,2633,3469,4523
813,2633,3031,3961,4477
570,1477,2703,3633,4156
492,2500,3320,3633,4594
273,867,2109,3672,4594
852,1625,2172,3281,4844
1445,2078,3133,3750,4516
1438,2242,2977,3750,4508
1461,2102,2734,2992,3875
1359,1891,2734,3281,3914
1508,2023,3281,3867,4625
1367,2070,3508,3914,4688
1039,2039,2711,3484,4945
1227,2102,2789,3773,4906
883,1398,2117,3234,4898
633,1461,2141,2867,4930
586,1680,2813,3602,4602
859,2125,2945,3539,4664
2055,2547,3180,3570,4797
2156,2547,3109,3641,4664
594,859,2250,2766,3469
836,2250,2734,3500,4813
773,2875,3539,4398,4883
461,758,2875,3523,4781
438,2953,3547,4297,4727
508,734,2867,3547,4234
438,813,2859,3586,4820
469,836,2883,3539,4820
531,961,2102,2805,3508
609,1078,2102,3164,3609
539,1242,3023,3586,4813
531,1414,2250,3008,4461
359,1531,2219,2844,4563
391,1648,2891,3859,4664
352,1711,2836,3898,4703
367,1516,2789,3859,4688
383,2242,2758,3688,4813
367,1773,2242,2758,3688
367,1992,2758,3516,3688
438,2008,2805,3516,4711
414,2023,2859,3602,4805
438,2078,2867,3719,4766
453,2078,2891,3688,4750
406,2094,2906,3734,4703
391,2125,2867,3734,4813
383,2086,2875,3820,4867
227,2148,2820,3813,4867
305,2156,2898,3883,4570
391,2219,2875,3938,4570
398,2125,2945,3836,4461
391,2117,2891,3797,4813
414,2086,2898,3758,4813
398,2195,2766,3383,4836
383,2094,2969,3508,4516
414,2086,2945,4289,4578
344,1141,2328,3508,4273
352,1094,2445,3484,4188
453,820,2117,3500,4156
656,2039,2586,3500,4016
797,2156,3063,4016,4922
766,2117,2945,3922,4672
586,2117,2953,3953,4672
711,2141,3047,3922,4664
586,2102,3063,4000,4813
313,2125,3039,4023,4789
359,2273,3391,4031,4844
438,2250,3367,4031,4758
430,625,2328,3164,3367
453,2438,3320,3906,4758
430,2422,3180,3586,3883
438,2508,3531,3883,4734
430,2555,3570,3969,4742
438,2602,3547,3984,4664
250,2625,3344,3891,4719
234,2563,3258,3953,4703
258,2570,3305,3844,4672
258,2602,3336,3914,4625
266,2734,3328,3922,4727
281,2664,3234,3891,4805
273,2664,3156,3930,4922
281,2234,2719,4109,4680
375,2211,2719,4102,4695
414,2305,2719,3633,3797
406,2617,3281,3867,4945
391,2602,3281,3578,4430
391,2375,2641,3484,4375
289,2344,2688,4008,4719
391,1539,2406,3063,3867
367,2336,3211,4172,4688
242,1430,2250,3188,4227
375,1516,2477,3984,4836
359,1227,1516,2547,4133
227,1352,2125,3469,4367
352,1398,2125,2555,4156
344,1391,2125,3461,4344
398,758,2320,3461,4797
211,781,2531,3492,4266
211,781,1070,2398,4813
914,2398,3039,3664,4875
375,875,2117,3211,4594
141,2305,2859,3922,4594
594,2141,2859,3547,4602
625,2102,2875,3578,4172
695,1977,2836,3477,4250
711,2016,2852,3461,4242
727,2000,2844,3383,4148
742,1828,2086,2805,4086
758,1805,2797,3578,4117
750,1797,2813,3398,4094
750,1758,2711,3398,4117
758,1758,2852,3578,4250
758,1789,2680,3516,4125
750,1758,2680,3516,4156
742,1742,2758,3523,4227
688,1789,2727,3445,4195
688,1805,2781,3406,4234
633,1789,2875,3500,4234
422,734,1766,2867,3500
430,1820,2836,3625,4359
