F1,F2,F3,F4,F5
0,0,0,0,0
0,0,0,0,0
992,2070,2859,3766,4516
1031,2039,2891,3789,4594
1141,2016,2039,3742,4797
1188,2016,2961,3789,4828
1273,1820,2922,3656,4922
328,1273,1820,2289,4938
328,1438,1820,2234,3617
297,1375,2055,2336,3609
1484,2055,2656,3422,4102
1164,2125,2648,3422,4125
1656,2313,2648,3586,4609
1656,2422,3180,3820,4648
836,1680,2672,3094,4391
898,1805,3023,3680,4531
906,1773,3023,3711,4664
914,1719,2930,3742,4719
703,1766,3039,3828,4688
563,1781,2883,3742,4328
547,1742,2781,3656,4219
547,1688,2875,3664,4195
531,1773,3008,3656,4141
523,1781,2898,3453,4133
422,1813,2781,3555,4133
422,1758,2844,3648,4148
477,1750,2508,3719,4109
516,1734,2570,3648,4109
453,1773,2570,2859,3711
500,906,1789,2805,3672
539,906,1688,2805,3734
414,844,1773,2805,3625
531,844,1750,2539,3695
523,1703,2539,3695,4664
602,1703,2586,3695,4516
469,1648,3094,3461,4461
820,1633,2602,3484,4500
844,1664,1977,3344,4469
1453,1977,3328,3625,4242
836,1758,2820,3578,4453
836,2125,2852,3477,4586
836,1406,2727,3219,4555
1461,2492,3352,4617,4914
148,1703,3086,3563,4672
734,1344,3250,3695,4109
383,1492,3086,3594,4070
836,1484,3094,3648,4125
1414,1719,2891,3570,4055
828,1727,3039,3586,4211
828,1727,3047,3813,4219
820,1500,3281,3898,4859
1383,1914,3188,3922,4836
1484,2281,3086,3938,4836
1438,1984,2281,3234,4813
1563,1984,2359,2977,3477
1469,2289,2797,3094,3539
547,1438,1867,2961,3695
547,1438,2063,3094,3648
414,1500,2273,2844,3781
391,1586,2305,2828,3703
398,977,2344,2617,3602
500,1016,3398,3664,4344
500,1094,2641,3406,4477
516,1219,2594,3313,4500
523,1344,2469,3234,4000
438,1461,2344,2922,4008
273,1461,2344,2961,3984
281,1539,2750,3414,4172
273,1602,2797,3016,4273
266,1672,2898,3578,4188
258,1805,2813,3227,3656
438,1875,2844,3664,4125
398,1875,2859,3664,4125
398,1875,2859,3656,4133
320,1289,1891,2883,3711
234,1289,1820,2867,3703
320,1148,1922,2750,3688
313,1148,1813,2789,3703
344,1148,1867,2797,3617
414,1203,1875,2734,3563
320,1219,1898,2781,3563
375,1945,2836,3609,4406
344,1906,2813,3602,4430
313,594,1938,2852,3609
594,1477,1914,2945,3719
563,1391,2023,2891,3695
883,1500,2133,2883,3695
992,1430,2102,2836,3672
484,1344,2070,2805,3625
445,1398,2039,2797,3578
398,1445,2063,2813,3586
258,1344,2094,2828,3688
320,1344,2242,2930,3641
344,1438,2211,2930,3633
344,1438,2297,2867,3625
320,2328,2875,3328,3688
313,2359,2891,3641,4758
320,2359,2844,3258,3672
297,2398,3242,3656,4711
273,2430,2922,3594,3859
211,1531,2289,3523,4555
250,1461,2258,3484,4430
281,1469,2195,3211,4023
328,2227,3016,3875,4438
281,1742,2281,3648,4383
266,1492,2422,3617,4438
344,1492,2859,3758,4359
305,1469,2797,4320,4539
359,1555,2820,4055,4438
336,1594,2813,4094,4469
313,1555,2313,2750,4070
313,1555,2797,3992,4648
320,1555,2250,2805,4039
320,1648,2250,2867,4133
305,1617,2875,3523,4141
305,1570,2906,4016,4297
266,1781,2828,3688,4016
289,1828,2898,3711,4016
305,570,1867,2938,3625
328,570,1969,2961,3773
336,617,1984,2914,3820
641,1961,2914,3766,4914
633,1984,2898,3672,4680
406,1961,2898,3789,4719
617,1898,2398,2969,3438
617,1891,2648,3383,4031
617,1883,2648,3258,3789
617,1836,2398,2852,3742
617,1852,2445,2609,3766
586,1867,2391,2867,3734
594,1875,2391,2805,3727
578,1883,2391,2820,3727
492,1844,2789,3734,4945
359,1828,2852,3734,4867
344,1781,2727,3742,4734
273,633,1813,2680,3742
297,1797,2695,3789,3938
258,625,1797,2688,3711
281,1820,2734,3914,4406
383,1891,2852,3789,4641
438,1945,2906,3758,4570
500,2039,2875,3719,4570
492,2070,2875,3773,4695
492,2180,2883,3813,4695
484,2188,2922,3750,3891
500,2219,2828,3789,3969
508,1391,2227,2938,3742
523,1469,2219,2922,3789
547,1398,2227,2875,3789
539,1398,2188,2867,3789
555,2008,2195,2820,3688
609,1953,2953,3227,3781
0,641,1977,3172,3898
703,1891,2875,3391,3914
250,781,1766,2875,3680
250,773,1555,2875,3719
266,781,1531,2867,3719
266,852,1516,2852,3766
289,805,1531,2867,3734
281,766,1531,2852,3742
266,789,1563,2820,3547
289,789,1563,2844,3648
742,1547,2898,3750,4156
297,727,1531,3367,3813
297,641,1500,3406,4078
281,1570,2953,4047,4281
273,1594,2352,3070,4141
289,1555,2203,3016,4086
281,1555,2203,3008,4117
297,1570,2250,2977,3977
289,1570,2289,3023,4281
273,1563,3055,3992,4391
281,1273,2211,3016,4148
313,836,1406,2984,4148
289,734,1367,2930,4195
297,789,1352,3297,4242
750,1297,2945,3367,4289
297,1258,3023,3320,4336
703,1188,2930,3398,4281
711,992,1484,3023,3320
320,1516,2188,3438,4219
250,1500,2281,3461,4203
297,1523,2258,3477,4203
305,1531,2359,3563,4203
266,1547,2461,3555,4172
281,1492,2359,3664,4172
273,1461,2352,3180,3664
266,969,1438,3102,3664
258,1469,1898,3195,3820
234,906,1406,3227,3797
430,922,1461,1805,3648
461,969,1484,2734,3500
523,984,1516,3469,4586
586,1469,2820,3266,4695
500,867,1422,3305,4359
328,1406,2414,3344,4313
250,1461,2594,3539,4453
250,820,1531,2609,3484
47,250,1344,2656,3320
47,891,1477,2641,3539
117,852,1391,2609,3594
227,852,1469,3453,4570
180,1219,2586,3352,4398
203,1297,1906,3469,4781
1570,1797,3195,3500,4914
